Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Riley Pint","COL",2,4,,5.59006,40,0,,,48.3,227,43,32,30,6,35,0,7,54,10.0621,6.52174,1.54286,1.11801,0.237885,0.154185,0.08370043337345123,0.232432,1.61491,0.296,0.66092,,,5.24262,-0.151975,-0.108431,999,,,,"21858"
"Kade Strowd","BAL",2,2,,4.78723,29,0,,,47,209,46,27,25,6,22,0,3,41,7.85106,4.21277,1.86364,1.14894,0.196172,0.105263,0.09090909361839294,0.25,1.44681,0.291971,0.687919,,,4.76568,-0.152791,-0.216819,999,,,,"sa3011418"
"Jake Reindl","CHC",0,0,,5.04,18,0,,,25,113,23,15,14,3,11,0,6,21,7.56,3.96,1.90909,1.08,0.185841,0.0973451,0.08849557489156723,0.239583,1.36,0.277778,0.637584,,,5.17504,-0.154293,-0.131897,999,,,,"sa3011523"
"Huascar Brazoban","MIA",2,3,,4.96689,38,0,,,45.3,209,46,27,25,6,27,1,3,47,9.33775,5.36424,1.74074,1.19205,0.22488,0.129187,0.09569378197193146,0.256983,1.61148,0.31746,0.712074,,,4.88859,-0.154309,-0.183345,999,,,,"6107"
"Darrell Thompson","MIL",3,4,,4.92341,40,0,,,45.7,205,42,27,25,7,24,1,5,49,9.64989,4.72648,2.04167,1.37856,0.239024,0.117073,0.12195121496915817,0.238636,1.4442,0.291667,0.69395,,,5.00559,-0.155179,-0.167735,999,,,,"sa3020814"
"Fernery Ozuna",,2,4,,5.24838,32,2,,,46.3,210,47,29,27,7,21,0,6,40,7.77538,4.08207,1.90476,1.36069,0.190476,0.1,0.09047619253396988,0.256831,1.46868,0.294118,0.670103,,,5.24208,-0.155673,-0.207998,999,,,,"sa739259"
"Vince Vannelle","CHW",2,4,,5.11765,30,1,,,51,229,54,31,29,7,25,0,1,35,6.17647,4.41176,1.4,1.23529,0.152838,0.10917,0.043668121099472046,0.26601,1.54902,0.291925,0.693642,,,5.19622,-0.155889,-0.231204,999,,,,"sa3018094"
"Jace Fry",,2,4,,4.98741,40,0,,,39.7,180,37,24,22,5,23,1,4,41,9.29471,5.21411,1.78261,1.1335,0.227778,0.127778,0.09999999403953552,0.24183,1.51134,0.299065,0.679245,,,4.86713,-0.156305,-0.243464,999,,,,"16159"
"Yacksel Ríos",,2,3,,4.88372,34,0,,,38.7,176,38,22,21,5,22,0,3,37,8.60465,5.11628,1.68182,1.16279,0.210227,0.125,0.08522726595401764,0.251656,1.55039,0.302752,0.716981,,,4.96047,-0.15686,-0.167535,999,,,,"15007"
"Wyatt Olds","BOS",3,6,,5.66618,24,14,,,68.3,325,67,46,43,8,42,0,16,58,7.64275,5.53441,1.38095,1.05417,0.178462,0.129231,0.04923076927661896,0.250936,1.5959,0.293532,0.644172,,,5.62693,-0.158005,-0.02462,999,,,,"sa3017539"
"Zach Muckenhirn",,1,2,,4.47084,32,1,,,46.3,204,49,25,23,6,19,0,1,32,6.2203,3.6933,1.68421,1.16631,0.156863,0.0931373,0.06372549384832382,0.266304,1.46868,0.294521,0.721476,,,4.85331,-0.158274,-0.0390728,999,,,,"20209"
"Dakota Donovan",,2,2,,4.92901,34,0,,,49.3,223,50,29,27,6,22,0,7,40,7.30223,4.01623,1.81818,1.09533,0.179372,0.0986547,0.08071748167276382,0.257732,1.46045,0.297297,0.676101,,,4.97918,-0.159197,-0.176836,999,,,,"sa3014783"
"Matt Bush",,1,2,,5.34884,40,3,,,38.7,174,39,25,23,7,20,1,2,38,8.83721,4.65116,1.9,1.62791,0.218391,0.114943,0.1034482792019844,0.256579,1.52455,0.299065,0.691057,,,5.34806,-0.160303,-0.233774,999,,,,"1246"
"Lisandro Santos",,3,3,,4.94715,31,1,,,47.3,214,42,28,26,6,31,0,2,46,8.75264,5.89852,1.48387,1.14165,0.214953,0.14486,0.07009346783161163,0.232044,1.54334,0.27907,0.696594,,,5.05208,-0.162008,-0.227617,999,,,,"sa945728"
"Alejandro Mateo",,1,2,,5.28217,34,1,,,44.3,202,47,28,26,7,24,1,1,39,7.92325,4.87585,1.625,1.42212,0.193069,0.118812,0.07425742596387863,0.265537,1.60271,0.305344,0.702614,,,5.2415,-0.1642,-0.313396,999,,,,"sa918495"
"John O'Reilly",,3,5,,4.99133,37,2,,,57.7,259,66,34,32,7,21,0,4,29,4.5234,3.27556,1.38095,1.09185,0.111969,0.0810811,0.030888035893440247,0.282051,1.5078,0.29798,0.686529,,,5.12679,-0.164957,-0.0351758,999,,,,"sa3008134"
"Chris Muller",,1,3,,5.23002,36,0,,,41.3,188,41,26,24,6,25,0,1,39,8.49879,5.44794,1.56,1.30751,0.207447,0.132979,0.07446809113025665,0.253086,1.59806,0.299145,0.694444,,,5.14366,-0.165054,-0.336963,999,,,,"sa3006811"
"Robbie Erlin",,2,4,,5.81843,19,15,,,72.7,335,89,50,47,14,31,0,3,47,5.81843,3.83769,1.51613,1.73315,0.140299,0.0925373,0.047761186957359314,0.295681,1.65062,0.3125,0.697211,,,5.86852,-0.165174,-0.348131,999,,,,"10354"
"Kyle Hill","SEA",2,3,,4.57627,41,0,,,41.3,184,39,22,21,5,23,0,1,37,8.06295,5.01211,1.6087,1.08959,0.201087,0.125,0.07608695328235626,0.24375,1.50121,0.288136,0.727273,,,4.78046,-0.165322,-0.0612507,999,,,,"sa3009922"
"Ryan Brasier",,2,1,,4.96689,47,0,,,45.3,200,46,27,25,7,19,1,2,36,7.15232,3.77483,1.89474,1.39073,0.18,0.095,0.08500000834465027,0.256983,1.43488,0.286765,0.688406,,,5.0652,-0.166514,-0.261563,999,,,,"5615"
"Antonio Knowles","LAD",3,3,,4.875,41,0,,,48,218,43,28,26,6,29,0,5,47,8.8125,5.4375,1.62069,1.125,0.215596,0.133028,0.08256880939006805,0.233696,1.5,0.282443,0.691824,,,5.04671,-0.166562,-0.215546,999,,,,"sa3017387"
"Cam Vieaux",,2,4,,5.20796,32,4,,,55.3,252,59,34,32,9,27,0,4,47,7.64919,4.39421,1.74074,1.46474,0.186508,0.107143,0.0793650820851326,0.266968,1.55515,0.30303,0.708447,,,5.35269,-0.167816,-0.109762,999,,,,"19529"
"Matt Seelinger",,1,2,,5.49618,32,1,,,39.3,182,40,26,24,6,27,1,0,39,8.9313,6.18321,1.44444,1.37405,0.214286,0.148352,0.06593406200408936,0.258065,1.70483,0.309091,0.699659,,,5.31611,-0.168042,-0.352151,999,,,,"sa3004483"
"Nicholas Padilla","CHW",2,3,,5.17021,39,0,,,47,216,45,29,27,6,28,1,5,45,8.61702,5.3617,1.60714,1.14894,0.208333,0.12963,0.07870370149612427,0.245902,1.55319,0.295455,0.681115,,,5.1061,-0.169066,-0.325736,999,,,,"21327"
"Reed Garrett","NYM",2,3,,5.49618,32,0,,,39.3,181,43,26,24,5,21,1,2,33,7.55725,4.80916,1.57143,1.14504,0.18232,0.116022,0.06629834324121475,0.272152,1.6285,0.316667,0.666667,,,4.98532,-0.169895,-0.542336,999,,,,"16866"
"Miguel Pena",,3,3,,4.63087,31,0,,,44.7,200,44,25,23,6,21,0,4,39,7.85235,4.22819,1.85714,1.20805,0.195,0.105,0.08999999612569809,0.251429,1.45414,0.292308,0.706714,,,4.93289,-0.17024,0.00356981,999,,,,"sa3003115"
"Yohan Ramirez","NYM",2,2,,4.86034,41,1,,,53.7,242,47,31,29,7,28,1,10,56,9.38548,4.69274,2,1.17318,0.231405,0.115702,0.11570248007774353,0.230392,1.39665,0.283688,0.674847,,,4.98688,-0.173217,-0.220928,999,,,,"19444"
"Kelvin Caceres","LAA",2,3,,4.84615,37,2,,,52,240,45,30,28,7,35,1,7,58,10.0385,6.05769,1.65714,1.21154,0.241667,0.145833,0.09583333134651184,0.227273,1.53846,0.285714,0.712251,,,5.19735,-0.174049,-0.0136924,999,,,,"24681"
"Matt Koch","COL",2,3,,6.03774,39,3,,,47.7,219,58,34,32,9,19,0,3,36,6.79245,3.58491,1.89474,1.69811,0.164384,0.086758,0.077625572681427,0.294416,1.61426,0.322368,0.667702,,,5.58208,-0.17609,-0.170443,999,,,,"13420"
"Tanner Myatt","NYY",2,3,,4.875,38,0,,,48,216,42,28,26,6,31,0,2,48,9,5.8125,1.54839,1.125,0.222222,0.143519,0.07870370149612427,0.229508,1.52083,0.27907,0.696594,,,4.94254,-0.176296,-0.258472,999,,,,"sa3007719"
"Derek Law",,2,5,,5.65116,42,3,,,43,199,48,29,27,8,23,1,2,39,8.16279,4.81395,1.69565,1.67442,0.19598,0.115578,0.08040200173854828,0.275862,1.65116,0.314961,0.702341,,,5.60388,-0.177539,-0.255566,999,,,,"13133"
"Morgan McSweeney","BAL",2,2,,4.87585,38,0,,,44.3,199,42,26,24,5,25,0,2,38,7.72009,5.07901,1.52,1.0158,0.190955,0.125628,0.06532663106918335,0.244186,1.51242,0.286822,0.683333,,,4.83518,-0.179177,-0.26106,999,,,,"sa3010781"
"Brent Suter","CIN",2,4,,5.28302,41,2,,,47.7,216,54,30,28,9,20,1,2,38,7.16981,3.77358,1.9,1.69811,0.175926,0.0925926,0.0833333358168602,0.278351,1.55136,0.306122,0.716612,,,5.49823,-0.179891,-0.116779,999,,,,"13942"
"Matt Festa","SDP",1,1,,4.42623,40,0,,,42.7,188,39,22,21,6,21,1,3,42,8.85246,4.42623,2,1.26464,0.223404,0.111702,0.11170212924480438,0.237805,1.40515,0.284483,0.736434,,,4.80071,-0.18062,0.0145644,999,,,,"19330"
"Dante Biasi","KCR",2,5,,5.2381,26,6,,,56.7,263,56,35,33,7,37,0,4,47,7.46032,5.87302,1.27027,1.11111,0.178707,0.140684,0.03802281618118286,0.252252,1.64021,0.291667,0.697115,,,5.37144,-0.18068,0.0513967,999,,,,"sa3010647"
"Enoli Paredes","MIL",2,4,,5.08696,43,0,,,46,212,40,28,26,6,34,1,3,53,10.3696,6.65217,1.55882,1.17391,0.25,0.160377,0.08962264657020569,0.228571,1.6087,0.293103,0.701219,,,5.05939,-0.183064,-0.249399,999,,,,"20447"
"Dillon Tate","BAL",2,3,,4.75687,43,0,,,47.3,206,46,27,25,6,17,1,5,35,6.65962,3.23467,2.05882,1.14165,0.169903,0.0825243,0.08737863600254059,0.25,1.33192,0.27972,0.659341,,,4.81952,-0.183126,-0.201666,999,,,,"17796"
"Jake Walters","MIA",2,3,,5.55746,18,9,,,58.3,272,64,39,36,8,31,0,7,39,6.02058,4.78559,1.25806,1.23499,0.143382,0.113971,0.029411770403385162,0.273504,1.6295,0.299465,0.668258,,,5.65641,-0.183764,-0.14553,999,,,,"sa915852"
"Ben Harris","LAD",2,2,,4.92341,41,1,,,45.7,212,37,27,25,6,35,0,6,56,11.0284,6.89278,1.6,1.18162,0.264151,0.165094,0.09905660152435303,0.216374,1.57549,0.284404,0.707547,,,5.20252,-0.184275,-0.188827,999,,,,"sa3017779"
"Andrew Bellatti","PHI",1,2,,5.65116,48,0,,,43,197,44,29,27,8,24,1,3,51,10.6744,5.02326,2.125,1.67442,0.258883,0.121827,0.13705582916736603,0.258824,1.5814,0.324324,0.68662,,,5.18527,-0.184667,-0.500315,999,,,,"10657"
"Keegan Curtis",,3,3,,5.13648,25,1,,,40.3,182,43,25,23,6,18,0,3,29,6.47643,4.01985,1.61111,1.33995,0.159341,0.0989011,0.060439564287662506,0.267081,1.51365,0.293651,0.684411,,,5.31459,-0.184766,-0.25913,999,,,,"sa3007833"
"Sean Nolin",,2,6,,5.76419,19,14,,,68.7,320,89,47,44,13,27,0,3,45,5.8952,3.53712,1.66667,1.70306,0.140625,0.084375,0.05624999850988388,0.306897,1.6885,0.327586,0.705521,,,5.71501,-0.185109,-0.194475,999,,,,"11341"
"Cole Sulser","NYM",2,4,,5.44081,37,2,,,39.7,179,42,26,24,7,20,0,1,38,8.61461,4.53401,1.9,1.5869,0.21229,0.111732,0.10055865347385406,0.265823,1.56171,0.309735,0.689655,,,5.21978,-0.185977,-0.434078,999,,,,"15256"
"Evan Sisk","KCR",2,3,,5.12334,45,2,,,52.7,242,53,32,30,6,30,1,5,45,7.68501,5.12334,1.5,1.02467,0.18595,0.123967,0.06198347359895706,0.256039,1.57495,0.301282,0.683646,,,5.01975,-0.186683,-0.120813,999,,,,"sa3007612"
"Chad Smith","NYM",2,3,,4.98845,39,0,,,43.3,198,41,26,24,5,27,1,3,40,8.31409,5.61201,1.48148,1.03926,0.20202,0.136364,0.06565655767917633,0.244048,1.57044,0.292683,0.688525,,,4.98714,-0.188272,-0.329467,999,,,,"20190"
"Justin Topa","MIN",3,4,,4.59574,53,0,,,47,206,50,26,24,7,15,3,4,38,7.2766,2.87234,2.53333,1.34043,0.184466,0.0728155,0.1116504818201065,0.26738,1.38298,0.302817,0.706522,,,4.78696,-0.191822,-0.170209,999,,,,"15145"
"Tony Dibrell",,3,6,,6.0274,17,13,,,65.7,307,73,47,44,11,40,0,2,52,7.12329,5.47945,1.3,1.50685,0.169381,0.130293,0.03908795118331909,0.275472,1.71994,0.306931,0.67623,,,5.76646,-0.192569,-0.582916,999,,,,"sa3004657"
"Andrew Chafin","DET",2,3,,5,55,0,,,45,201,44,27,25,7,23,0,2,46,9.2,4.6,2,1.4,0.228856,0.114428,0.11442785710096359,0.25,1.48889,0.300813,0.699301,,,4.89948,-0.19372,-0.256186,999,,,,"12988"
"Nathan Burns","LAA",1,2,,5.175,36,0,,,40,183,38,25,23,5,25,1,3,37,8.325,5.625,1.48,1.125,0.202186,0.136612,0.06557376682758331,0.245161,1.575,0.292035,0.678571,,,5.13004,-0.194533,-0.287024,999,,,,"sa3017309"
"Aroldis Chapman",,3,5,,5.14874,50,0,,,43.7,200,39,27,25,9,31,1,1,66,13.5927,6.38444,2.12903,1.85355,0.33,0.155,0.17500001192092896,0.232143,1.60183,0.322581,0.749129,,,5.10859,-0.195064,-0.271292,999,,,,"10233"
"Gerson Moreno","OAK",4,5,,4.58491,46,0,,,53,242,45,29,27,6,35,2,6,61,10.3585,5.9434,1.74286,1.01887,0.252066,0.144628,0.10743801295757294,0.223881,1.50943,0.291045,0.712291,,,4.74561,-0.19742,-0.169467,999,,,,"sa736656"
"Alex Segal",,2,1,,5.18182,29,0,,,33,153,32,20,19,4,21,0,3,31,8.45455,5.72727,1.47619,1.09091,0.202614,0.137255,0.06535947322845459,0.248062,1.60606,0.297872,0.696203,,,5.13383,-0.199048,-0.147073,999,,,,"sa919036"
"Geoff Hartlieb","COL",2,5,,5.69087,32,1,,,42.7,197,48,29,27,7,21,1,3,33,6.9555,4.42623,1.57143,1.47541,0.167513,0.106599,0.06091369688510895,0.277457,1.61593,0.308271,0.675676,,,5.5267,-0.199385,-0.0968848,999,,,,"19558"
"Andrew Magno","DET",2,3,,4.92901,39,0,,,49.3,226,44,29,27,5,34,0,3,48,8.76268,6.2069,1.41176,0.912779,0.212389,0.150442,0.06194689869880676,0.232804,1.58215,0.286765,0.690141,,,4.87776,-0.199411,-0.222231,999,,,,"sa3010824"
"Chris Stratton","KCR",2,2,,4.89681,44,0,,,53.3,238,58,31,29,8,23,1,1,45,7.5985,3.88368,1.95652,1.35084,0.189076,0.0966387,0.09243697673082352,0.271028,1.5197,0.310559,0.716332,,,4.86855,-0.200077,-0.0922937,999,,,,"13761"
"Colten Brewer","CHC",1,1,,4.97368,30,1,,,38,171,39,22,21,6,18,0,3,33,7.81579,4.26316,1.83333,1.42105,0.192982,0.105263,0.08771929144859314,0.26,1.5,0.297297,0.720165,,,5.22872,-0.201196,-0.065747,999,,,,"12997"
"Braeden Ogle",,1,1,,5.25199,33,2,,,37.7,176,36,24,22,4,27,1,3,31,7.40053,6.44562,1.14815,0.954907,0.176136,0.153409,0.02272726595401764,0.246575,1.67109,0.288288,0.679443,,,5.37706,-0.202543,-0.187386,999,,,,"sa917989"
"Alec Mills",,2,6,,6.54545,19,12,,,66,307,85,51,48,14,25,1,4,39,5.31818,3.40909,1.56,1.90909,0.127036,0.0814332,0.04560260474681854,0.305755,1.66667,0.315556,0.652655,,,6.14898,-0.203726,-0.53252,999,,,,"13834"
"Nick Ramirez","NYY",2,2,,4.96689,37,1,,,45.3,203,51,27,25,8,18,1,1,38,7.54967,3.57616,2.11111,1.5894,0.187192,0.0886699,0.09852216392755508,0.277174,1.52318,0.311594,0.726644,,,5.13142,-0.2044,-0.246834,999,,,,"12575"
"Matt Moore","LAA",2,3,,5.16556,32,4,,,45.3,207,50,28,26,8,22,2,2,40,7.94702,4.37086,1.81818,1.5894,0.193237,0.10628,0.08695651590824127,0.273224,1.5894,0.311111,0.723684,,,5.37425,-0.206332,-0.0913443,999,,,,"1890"
"Wilkin Ramos","NYM",3,3,,4.87427,33,0,,,51.7,237,47,30,28,5,34,0,5,47,8.18182,5.91876,1.38235,0.870406,0.198312,0.14346,0.05485232174396515,0.237374,1.56673,0.287671,0.689189,,,4.95717,-0.206812,-0.285297,999,,,,"sa3006487"
"Kaleb Ort","MIA",2,3,,5.30713,39,1,,,40.7,187,43,26,24,6,22,2,3,38,8.40295,4.86486,1.72727,1.32678,0.203209,0.117647,0.08556149154901505,0.265432,1.59705,0.313559,0.689046,,,5.14693,-0.207567,-0.287178,999,,,,"20061"
"Rob Kaminsky",,3,3,,4.7482,35,1,,,41.7,185,45,24,22,6,15,1,3,30,6.47482,3.23741,2,1.29496,0.162162,0.0810811,0.0810810774564743,0.269461,1.43885,0.29771,0.697674,,,4.98166,-0.207917,-0.193681,999,,,,"15792"
"Sean Poppen",,2,3,,5.04,37,2,,,50,225,52,30,28,7,22,1,5,38,6.84,3.96,1.72727,1.26,0.168889,0.0977778,0.07111110538244247,0.262626,1.48,0.294118,0.685358,,,5.17504,-0.20841,-0.287737,999,,,,"19583"
"Mike Flynn","LAD",2,3,,5.04878,32,1,,,41,186,39,25,23,6,17,0,10,37,8.12195,3.73171,2.17647,1.31707,0.198925,0.0913979,0.10752688348293304,0.245283,1.36585,0.284483,0.65126,,,5.32821,-0.208594,-0.235309,999,,,,"sa3006803"
"Adam Ottavino",,3,3,,4.84777,49,0,,,42.7,199,43,25,23,5,26,2,5,41,8.64169,5.48009,1.57692,1.05386,0.20603,0.130653,0.07537688314914703,0.255952,1.61593,0.311475,0.709677,,,5.0349,-0.208605,-0.260006,999,,,,"1247"
"Evan Reifert","TBR",3,3,,4.68983,29,0,,,40.3,186,30,22,21,4,30,0,7,50,11.1663,6.69975,1.66667,0.8933,0.268817,0.16129,0.10752689838409424,0.201342,1.48883,0.273684,0.698529,,,4.81832,-0.209419,-0.121845,999,,,,"sa3014860"
"Zach Neal",,2,4,,5.45879,19,9,,,64.3,292,79,42,39,11,21,1,4,38,5.31882,2.93935,1.80952,1.53966,0.130137,0.0719178,0.058219172060489655,0.29588,1.55521,0.311927,0.685579,,,5.46344,-0.210006,-0.353942,999,,,,"11294"
"Adam Scott","CLE",2,3,,5.22388,23,12,,,60.3,282,60,37,35,8,39,0,7,51,7.61194,5.8209,1.30769,1.19403,0.180851,0.138298,0.04255318641662598,0.254237,1.64179,0.293785,0.70615,,,5.57677,-0.210672,0.00681545,999,,,,"sa3006826"
"John Matthews","ARI",2,3,,5.01071,25,3,,,46.7,218,48,28,26,5,25,0,8,35,6.74518,4.81799,1.4,0.963597,0.16055,0.114679,0.045871563255786896,0.259459,1.56317,0.296552,0.681818,,,5.26789,-0.211117,-0.0208134,999,,,,"sa3010311"
"Tyler Duffey","KCR",2,3,,5.26932,39,1,,,42.7,194,45,27,25,6,22,1,2,36,7.58782,4.637,1.63636,1.26464,0.185567,0.113402,0.07216494530439377,0.264706,1.56909,0.304688,0.682594,,,5.08174,-0.211631,-0.231067,999,,,,"13758"
"Jackson Rees","TOR",2,3,,5.20661,33,0,,,36.3,168,34,22,21,5,26,0,1,38,9.42149,6.44628,1.46154,1.23967,0.22619,0.154762,0.0714285671710968,0.241135,1.65289,0.295918,0.716981,,,5.18341,-0.211725,-0.264383,999,,,,"sa3007818"
"Orlando Ribalta","WSN",2,3,,5.4047,30,0,,,38.3,174,39,25,23,5,20,2,3,29,6.81462,4.69974,1.45,1.17493,0.166667,0.114943,0.0517241433262825,0.258278,1.54047,0.290598,0.653846,,,5.23937,-0.212388,-0.367031,999,,,,"sa3011344"
"Norge Ruiz",,2,2,,4.94279,33,2,,,43.7,197,51,26,24,6,17,0,2,28,5.76659,3.50114,1.64706,1.2357,0.142132,0.0862944,0.05583757162094116,0.286517,1.55606,0.3125,0.704698,,,5.06282,-0.212432,-0.249325,999,,,,"19580"
"Jared Solomon",,1,4,,6.15894,28,5,,,45.3,213,48,33,31,7,29,0,4,35,6.95364,5.76159,1.2069,1.39073,0.164319,0.13615,0.02816900610923767,0.266667,1.69978,0.297101,0.654762,,,5.90405,-0.212767,-0.379692,999,,,,"23425"
"Luke Bard",,2,3,,5.49072,26,4,,,37.7,173,40,25,23,6,18,1,5,29,6.92308,4.29708,1.61111,1.43236,0.16763,0.104046,0.06358382105827332,0.266667,1.53846,0.295652,0.665323,,,5.61578,-0.213939,-0.307327,999,,,,"14288"
"Buck Farmer","CIN",2,4,,5.5102,48,0,,,49,222,48,32,30,9,27,0,3,52,9.55102,4.95918,1.92593,1.65306,0.234234,0.121622,0.11261260509490967,0.25,1.53061,0.29771,0.689103,,,5.35708,-0.213987,-0.330273,999,,,,"14814"
"Triston Polley","TEX",3,5,,5.29412,34,2,,,49.3,224,51,31,29,7,25,0,4,38,6.93712,4.56389,1.52,1.27789,0.169643,0.111607,0.058035708963871,0.261538,1.54158,0.293333,0.679758,,,5.32401,-0.214583,-0.238958,999,,,,"sa3010258"
"Hunter Bigge","CHC",2,3,,4.8913,36,0,,,46,209,42,27,25,6,30,0,2,46,9,5.86957,1.53333,1.17391,0.220096,0.143541,0.0765550285577774,0.237288,1.56522,0.288,0.707547,,,5.03765,-0.215184,-0.183679,999,,,,"sa3011341"
"Trevor Clifton","TOR",3,5,,5.51613,17,11,,,62,288,68,41,38,10,31,2,8,43,6.24194,4.5,1.3871,1.45161,0.149306,0.107639,0.0416666641831398,0.273092,1.59677,0.295918,0.682353,,,5.85181,-0.21747,-0.206785,999,,,,"sa737901"
"Tyler Burch","BAL",3,3,,4.63087,29,0,,,44.7,197,46,25,23,6,18,0,2,32,6.44295,3.62416,1.77778,1.20805,0.162437,0.0913706,0.0710659846663475,0.259887,1.43177,0.28777,0.701439,,,4.91052,-0.217698,-0.137589,999,,,,"sa1172727"
"Jesús Liranzo",,2,4,,5.26718,30,0,,,39.3,179,40,25,23,6,22,0,2,36,8.24428,5.03817,1.63636,1.37405,0.201117,0.122905,0.07821229100227356,0.258065,1.57761,0.300885,0.690298,,,5.23977,-0.218026,-0.313431,999,,,,"sa658076"
"Sam Coonrod",,1,2,,5.54622,40,3,,,35.7,169,36,24,22,4,25,1,4,31,7.81513,6.30252,1.24,1.0084,0.183432,0.147929,0.03550295531749725,0.257143,1.70868,0.304762,0.66787,,,5.4119,-0.21942,-0.430913,999,,,,"17264"
"Zack Brown",,1,3,,6.23557,24,6,,,43.3,204,50,32,30,7,24,0,4,27,5.61201,4.98845,1.125,1.45497,0.132353,0.117647,0.01470588892698288,0.284091,1.70901,0.302817,0.654206,,,6.0495,-0.220499,-0.357378,999,,,,"sa738901"
"Eric Stout",,1,2,,4.98741,22,4,,,39.7,183,40,24,22,6,23,1,4,37,8.38791,5.21411,1.6087,1.3602,0.202186,0.125683,0.0765027403831482,0.25641,1.5869,0.300885,0.714286,,,5.3961,-0.220946,-0.142538,999,,,,"16873"
"Cayne Ueckert","CHC",2,3,,4.98741,34,0,,,39.7,182,37,24,22,5,25,0,4,39,8.84131,5.66751,1.56,1.1335,0.214286,0.137363,0.07692307233810425,0.24183,1.56171,0.293578,0.690909,,,5.11902,-0.221281,-0.227637,999,,,,"sa3010789"
"Jay Jackson",,3,3,,4.87585,40,0,,,44.3,194,47,26,24,9,16,2,1,43,8.73589,3.25056,2.6875,1.82844,0.221649,0.0824742,0.13917525857686996,0.265537,1.42212,0.304,0.734127,,,5.10606,-0.22132,-0.23743,999,,,,"7432"
"Randy Labaut","CLE",2,4,,4.84472,28,1,,,48.3,218,47,28,26,6,29,1,1,41,7.63975,5.40373,1.41379,1.11801,0.188073,0.133028,0.055045872926712036,0.25,1.5735,0.29078,0.710059,,,5.03558,-0.222042,-0.167237,999,,,,"sa3010615"
"Andrew Baker","PHI",2,3,,5.44794,37,0,,,41.3,194,36,27,25,5,34,0,3,46,10.0242,7.4092,1.35294,1.08959,0.237113,0.175258,0.06185567378997803,0.229299,1.69492,0.292453,0.68254,,,5.28894,-0.222351,-0.396817,999,,,,"sa3017196"
"Javy Guerra",,1,2,,4.70825,45,1,,,49.7,223,46,28,26,5,27,2,5,41,7.42455,4.88934,1.51852,0.905433,0.183857,0.121076,0.06278026849031448,0.240838,1.46881,0.282759,0.681818,,,4.84458,-0.22325,-0.190317,999,,,,"17292"
"Jake Jewell",,1,3,,5.66751,34,3,,,39.7,184,43,27,25,7,21,0,4,36,8.16121,4.7607,1.71429,1.5869,0.195652,0.11413,0.08152173459529877,0.27044,1.61209,0.310345,0.682657,,,5.6228,-0.223955,-0.3525,999,,,,"16958"
"Caleb Thielbar","MIN",2,3,,5.01211,47,0,,,41.3,183,45,25,23,8,16,1,1,42,9.15254,3.48668,2.625,1.74334,0.229508,0.0874317,0.1420764997601509,0.271084,1.477,0.318966,0.722892,,,4.97417,-0.224191,-0.295848,999,,,,"10078"
"Troy Watson","TOR",3,4,,5.22,30,3,,,50,227,53,31,29,7,26,1,2,34,6.12,4.68,1.30769,1.26,0.14978,0.114537,0.035242289304733276,0.266332,1.58,0.291139,0.693642,,,5.39504,-0.224453,-0.252666,999,,,,"sa3007249"
"Justin Courtney",,2,4,,5.4,26,0,,,40,180,43,26,24,6,19,0,1,32,7.2,4.275,1.68421,1.35,0.177778,0.105556,0.07222222536802292,0.26875,1.55,0.303279,0.671642,,,5.10504,-0.224789,-0.503063,999,,,,"sa3015069"
"Dylan Covey","PHI",1,3,,5.76923,26,1,,,39,179,46,27,25,6,17,1,2,24,5.53846,3.92308,1.41176,1.38462,0.134078,0.0949721,0.03910615295171738,0.2875,1.61538,0.307692,0.659341,,,5.48581,-0.224837,-0.451688,999,,,,"14825"
"Brian Gonzalez","SDP",2,2,,5.10811,26,2,,,37,170,35,22,21,5,23,0,4,33,8.02703,5.59459,1.43478,1.21622,0.194118,0.135294,0.05882352590560913,0.244755,1.56757,0.285714,0.705882,,,5.4172,-0.225019,-0.165612,999,,,,"sa828794"
"Aldry Acosta",,3,4,,4.85961,35,0,,,46.3,206,50,27,25,6,18,2,3,26,5.054,3.49892,1.44444,1.16631,0.126214,0.0873786,0.03883495181798935,0.27027,1.46868,0.287582,0.687919,,,5.17729,-0.225149,-0.206807,999,,,,"sa3002794"
"Chasen Shreve",,1,2,,5.44186,46,0,,,43,191,46,28,26,9,18,0,1,40,8.37209,3.76744,2.22222,1.88372,0.209424,0.0942408,0.11518324166536331,0.267442,1.48837,0.300813,0.700389,,,5.44109,-0.225203,-0.282482,999,,,,"10855"
"Collin McHugh",,2,2,,5.16556,32,3,,,45.3,208,52,28,26,8,20,1,3,39,7.74834,3.97351,1.95,1.5894,0.1875,0.0961538,0.09134615212678909,0.281081,1.5894,0.318841,0.723684,,,5.35217,-0.225994,-0.0994381,999,,,,"7531"
"Jorge Juan","ATL",2,3,,5.175,26,1,,,40,186,36,25,23,5,29,0,4,42,9.45,6.525,1.44828,1.125,0.225806,0.155914,0.06989246606826782,0.235294,1.625,0.292453,0.689655,,,5.25504,-0.226483,-0.183693,999,,,,"sa3005826"
