Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Gordon Graceffo","STL",5,6,,4.33019,22,21,,,106,446,101,55,51,13,35,0,4,76,6.45283,2.9717,2.17143,1.10377,0.170404,0.0784753,0.09192825108766556,0.248157,1.28302,0.27673,0.687606,,,4.51919,1.1236,1.26627,999,,,,"sa3016849"
"Patrick Monteverde","MIA",6,8,,4.55696,21,21,,,102.7,449,107,56,52,12,37,0,5,77,6.74781,3.24245,2.08108,1.05161,0.171492,0.0824053,0.0890868604183197,0.262899,1.40214,0.298742,0.691824,,,4.50139,1.11964,1.12281,999,,,,"sa3016940"
"Logan Workman","TBR",5,5,,4.1302,23,22,,,93.7,402,92,46,43,11,29,0,4,77,7.39594,2.78549,2.65517,1.05656,0.191542,0.0721393,0.11940298229455948,0.249322,1.29136,0.288256,0.710227,,,4.19421,1.11448,1.18433,999,,,,"sa3017313"
"Luis De Avila","ATL",8,6,,4.44837,24,24,,,113.3,502,113,60,56,13,49,0,7,92,7.30803,3.89232,1.87755,1.03266,0.183267,0.0976096,0.08565737307071686,0.253363,1.42983,0.293255,0.709319,,,4.60544,1.11418,1.47042,999,,,,"sa3005839"
"Packy Naughton","STL",5,4,,4,25,13,,,81,349,83,39,36,10,23,1,2,68,7.55556,2.55556,2.95652,1.11111,0.194842,0.0659026,0.12893983721733093,0.256173,1.30864,0.296748,0.728261,,,4.10689,1.1124,1.15855,999,,,,"23292"
"Brandon Walter","BOS",4,4,,4.65046,26,15,,,98.7,432,105,55,51,12,31,0,6,79,7.20365,2.82675,2.54839,1.09422,0.18287,0.0717593,0.1111111119389534,0.265823,1.37791,0.305921,0.67953,,,4.3594,1.11226,1.01921,999,,,,"26056"
"DJ Herz","WSN",3,4,,4.68367,25,25,,,98,438,84,55,51,10,59,0,9,101,9.27551,5.41837,1.71186,0.918367,0.230594,0.134703,0.09589041769504547,0.227027,1.45918,0.285714,0.682171,,,4.60198,1.1091,0.915741,999,,,,"sa3011680"
"Chase Petty","CIN",2,3,,5.03375,29,28,,,103.7,457,109,62,58,15,35,0,7,77,6.68274,3.03761,2.2,1.30183,0.16849,0.0765864,0.09190372377634048,0.262651,1.38862,0.291022,0.666667,,,4.86546,1.10572,0.868017,999,,,,"sa3017963"
"Nick Martinez","CIN",4,4,,4.28086,50,8,,,88.3,387,89,45,42,12,33,1,3,90,9.17327,3.36353,2.72727,1.2231,0.232558,0.0852713,0.1472868248820305,0.253561,1.38165,0.309237,0.731939,,,4.20634,1.10345,1.02529,999,,,,"12730"
"José Butto","NYM",5,7,,4.74107,24,22,,,112,494,111,63,59,14,47,0,7,97,7.79464,3.77679,2.06383,1.125,0.196356,0.0951417,0.10121458023786545,0.252273,1.41071,0.294833,0.686416,,,4.59433,1.1022,0.69581,999,,,,"23313"
"Kris Bubic","KCR",5,7,,4.53049,21,18,,,103.3,452,102,56,52,13,42,0,4,92,8.01549,3.65924,2.19048,1.13262,0.20354,0.0929204,0.11061946302652359,0.251232,1.394,0.295681,0.699523,,,4.44575,1.09948,1.21311,999,,,,"21455"
"Dylan Dodd","ATL",7,7,,4.4868,22,20,,,102.3,444,109,55,51,14,32,1,2,78,6.86217,2.81525,2.4375,1.23167,0.175676,0.0720721,0.10360360145568848,0.265854,1.3783,0.298742,0.708402,,,4.50626,1.09693,1.22697,999,,,,"29928"
"Spencer Arrighetti","HOU",7,6,,4.15385,25,18,,,104,446,92,51,48,13,43,0,7,101,8.74039,3.72115,2.34884,1.125,0.226457,0.0964126,0.1300448477268219,0.232323,1.29808,0.280142,0.719178,,,4.38004,1.09426,1.45442,999,,,,"sa3017537"
"Daniel Lynch IV","KCR",5,7,,4.68367,20,20,,,98,431,102,55,51,13,36,0,4,87,7.9898,3.30612,2.41667,1.19388,0.201856,0.0835267,0.11832946538925171,0.26087,1.40816,0.305842,0.692821,,,4.42851,1.09334,1.00363,999,,,,"21537"
"Tony Gonsolin","LAD",7,6,,4.31085,20,20,,,102.3,420,93,52,49,15,35,1,4,84,7.39003,3.07918,2.4,1.31965,0.2,0.0833333,0.11666666716337204,0.244094,1.25122,0.276596,0.71028,,,4.66266,1.09328,1.33907,999,,,,"19388"
"Marco Raya","MIN",3,4,,4.45631,36,36,,,103,445,99,55,51,12,40,0,6,86,7.51456,3.49515,2.15,1.04854,0.193258,0.0898876,0.1033707782626152,0.24812,1.34951,0.289037,0.687398,,,4.43951,1.09053,1.03532,999,,,,"sa3014550"
"Chandler Champlain","KCR",7,9,,4.59435,22,21,,,109.7,481,116,60,56,13,36,0,5,76,6.23519,2.95351,2.11111,1.06655,0.158004,0.0748441,0.08316008746623993,0.263636,1.3856,0.293447,0.687593,,,4.53125,1.0895,1.26241,999,,,,"sa3018138"
"Ryan Pepiot","TBR",5,5,,3.92553,22,17,,,94,396,80,44,41,12,37,0,6,99,9.47872,3.54255,2.67568,1.14894,0.25,0.0934343,0.15656565874814987,0.226629,1.24468,0.280992,0.728543,,,4.18057,1.0891,1.37225,999,,,,"26221"
"Félix Bautista","BAL",6,3,,2.74478,60,0,,,62.3,243,40,20,19,7,23,1,1,91,13.1461,3.32263,3.95652,1.01124,0.374486,0.0946502,0.27983537316322327,0.182648,1.01124,0.272727,0.808271,,,2.95006,1.08819,1.34975,999,,,,"20666"
"Gunnar Hoglund","OAK",5,6,,4.19285,24,24,,,92.3,390,99,46,43,10,17,0,4,50,4.87541,1.65764,2.94118,0.975081,0.128205,0.0435897,0.08461539074778557,0.268293,1.25677,0.288026,0.686275,,,4.26262,1.08801,1.09965,999,,,,"sa3019785"
"Jimmy Joyce","SEA",3,4,,4.1302,22,22,,,93.7,396,88,46,43,11,24,0,12,77,7.39594,2.30523,3.20833,1.05656,0.194444,0.0606061,0.13383838534355164,0.244444,1.1953,0.283088,0.68323,,,4.29026,1.08557,1.20746,999,,,,"sa3016914"
"Eric Lauer",,7,7,,4.33628,21,19,,,101.7,435,97,52,49,16,39,1,2,96,8.49558,3.45133,2.46154,1.41593,0.22069,0.0896552,0.1310344785451889,0.246193,1.33727,0.287234,0.739437,,,4.62181,1.07574,1.42002,999,,,,"19316"
"Chris McMahon","COL",3,5,,4.97291,20,19,,,92.3,409,105,55,51,13,27,0,4,61,5.948,2.63272,2.25926,1.26761,0.149144,0.0660147,0.08312957733869553,0.277778,1.43012,0.302632,0.676626,,,4.77183,1.07329,1.23371,999,,,,"sa3014429"
"Brett Kerry","LAA",5,6,,4.55285,23,19,,,110.7,481,117,60,56,16,37,1,2,84,6.82927,3.00813,2.27027,1.30081,0.174636,0.0769231,0.09771309047937393,0.264706,1.39115,0.295322,0.714286,,,4.67329,1.07258,1.16657,999,,,,"sa3017390"
"Tanner Scott","MIA",6,5,,3.46154,67,0,,,65,276,51,27,25,6,26,2,5,90,12.4615,3.6,3.46154,0.830769,0.326087,0.0942029,0.23188406974077225,0.208163,1.18462,0.302013,0.728863,,,3.11658,1.0718,0.899222,999,,,,"17586"
"Brent Headrick","MIN",5,4,,4.25606,27,14,,,86.7,376,83,44,41,11,32,0,4,87,9.03114,3.3218,2.71875,1.14187,0.231383,0.0851064,0.14627660065889359,0.244118,1.32641,0.297521,0.712851,,,4.14316,1.07176,0.968195,999,,,,"27702"
"Mason Barnett","KCR",5,8,,4.61538,23,23,,,105.3,461,103,58,54,12,44,0,7,88,7.52137,3.76068,2,1.02564,0.190889,0.0954447,0.0954446867108345,0.25122,1.39601,0.293548,0.683564,,,4.5181,1.07063,1.18275,999,,,,"sa3020622"
"Luis Medina","OAK",5,7,,4.33019,24,19,,,106,468,97,55,51,11,54,1,7,104,8.83019,4.58491,1.92593,0.933962,0.222222,0.115385,0.10683760792016983,0.238329,1.42453,0.294521,0.707965,,,4.36825,1.06967,0.983837,999,,,,"21649"
"Luis Severino","NYM",5,6,,4.82315,20,19,,,93.3,405,93,53,50,13,33,1,4,84,8.10289,3.18328,2.54545,1.25402,0.207407,0.0814815,0.1259259209036827,0.252717,1.35048,0.295203,0.67718,,,4.45547,1.06713,0.535068,999,,,,"15890"
"Nathan Wiles","TBR",5,4,,4.21735,26,22,,,100.3,424,104,50,47,13,21,0,3,69,6.19143,1.88435,3.28571,1.1665,0.162736,0.0495283,0.11320754885673523,0.26,1.24626,0.286164,0.702247,,,4.28196,1.06557,1.16176,999,,,,"sa3010307"
"Cal Quantrill","COL",6,7,,4.95763,24,21,,,118,518,129,70,65,17,39,0,7,76,5.79661,2.97458,1.94872,1.29661,0.146718,0.0752896,0.0714285671710968,0.273305,1.42373,0.295515,0.679612,,,5.00928,1.06534,1.58398,999,,,,"19312"
"Bryce Jarvis","ARI",6,7,,4.24779,28,17,,,101.7,443,98,51,48,11,43,0,4,86,7.61062,3.80531,2,0.973451,0.194131,0.0970655,0.09706546366214752,0.247475,1.38643,0.29097,0.71656,,,4.35632,1.06321,1.42422,999,,,,"27477"
"Matt Osterberg","PHI",6,7,,4.81818,22,20,,,99,429,109,57,53,14,26,0,3,63,5.72727,2.36364,2.42308,1.27273,0.146853,0.0606061,0.08624708652496338,0.2725,1.36364,0.294118,0.67591,,,4.69948,1.05997,0.775683,999,,,,"sa3017462"
"Adam Kloffenstein","STL",5,6,,4.35094,24,23,,,111.7,491,107,58,54,13,45,1,11,92,7.41271,3.62578,2.04444,1.04745,0.187373,0.0916497,0.09572301805019379,0.245977,1.36079,0.284848,0.702541,,,4.62478,1.05579,1.33098,999,,,,"sa3008578"
"Walker Powell","CHC",7,7,,4.32231,24,17,,,93.7,398,99,48,45,13,22,0,3,67,6.43543,2.11313,3.04545,1.24867,0.168342,0.0552764,0.11306532844901085,0.265416,1.29136,0.293515,0.710117,,,4.429,1.05569,1.18856,999,,,,"sa3017815"
"Travis Adams","MIN",6,7,,4.57478,24,23,,,102.3,446,105,56,52,12,37,0,2,75,6.59824,3.25513,2.02703,1.05572,0.168161,0.0829596,0.08520179241895676,0.257985,1.38807,0.290625,0.686901,,,4.45739,1.05468,0.883234,999,,,,"sa3017991"
"Jake Irvin","WSN",4,7,,4.82816,24,24,,,119.3,519,117,68,64,17,47,0,9,100,7.54401,3.54568,2.12766,1.28248,0.192678,0.0905588,0.10211946070194244,0.2527,1.37469,0.289017,0.684736,,,4.83928,1.05002,1.01535,999,,,,"21504"
"Kyle Hendricks","CHC",6,7,,4.62947,22,22,,,114.7,496,125,63,59,18,29,1,6,87,6.8265,2.2755,3,1.41238,0.175403,0.0584677,0.11693548038601875,0.27115,1.34263,0.300562,0.706522,,,4.69358,1.04944,1.12094,999,,,,"12049"
"Jay Groome","SDP",6,6,,4.659,25,24,,,121.7,539,112,67,63,14,64,0,6,107,7.9129,4.73295,1.67188,1.03533,0.198516,0.118738,0.07977736741304398,0.238806,1.44618,0.281609,0.696931,,,4.71765,1.04752,0.866077,999,,,,"sa917925"
"Adam Seminaris","MIL",6,7,,4.48537,23,22,,,92.3,404,92,49,46,12,35,0,4,76,7.41062,3.41278,2.17143,1.1701,0.188119,0.0866337,0.10148515552282333,0.252055,1.37595,0.288809,0.707804,,,4.56598,1.04231,1.12007,999,,,,"sa3015010"
"Landen Roupp","SFG",4,5,,4.2007,23,14,,,85.7,362,80,43,40,10,31,0,2,76,7.98133,3.25554,2.45161,1.05018,0.209945,0.0856354,0.12430939823389053,0.243161,1.29522,0.288066,0.701031,,,4.15352,1.04064,1.01772,999,,,,"sa3017869"
"Brian Van Belle","BOS",6,8,,4.87134,23,21,,,112.7,492,127,65,61,16,31,0,4,78,6.22893,2.4756,2.51613,1.27773,0.158537,0.0630081,0.09552845358848572,0.277899,1.40195,0.305785,0.685841,,,4.64812,1.03815,1.08164,999,,,,"sa3014925"
"Paul Blackburn","OAK",4,6,,4.42478,21,20,,,101.7,451,110,53,50,12,37,1,3,80,7.07965,3.27434,2.16216,1.06195,0.177384,0.0820399,0.09534367173910141,0.26764,1.44543,0.30721,0.721966,,,4.39565,1.0359,0.961159,999,,,,"14739"
"Kyle Luckham","WSN",4,6,,4.93261,23,21,,,111.3,480,121,65,61,15,28,0,6,64,5.1752,2.26415,2.28571,1.21294,0.133333,0.0583333,0.07500000670552254,0.2713,1.33872,0.288828,0.65625,,,4.77346,1.03587,0.777528,999,,,,"sa3020378"
"Mick Abel","PHI",6,7,,4.97657,23,23,,,106.7,474,102,63,59,14,53,0,8,99,8.35052,4.47048,1.86792,1.18088,0.208861,0.111814,0.09704641252756119,0.246973,1.45267,0.293333,0.679468,,,4.82018,1.02789,0.70832,999,,,,"sa3014534"
"Michael Lorenzen",,6,8,,4.80221,23,19,,,108.7,461,109,62,58,17,38,0,3,88,7.28611,3.14627,2.31579,1.40754,0.190889,0.0824295,0.10845987498760223,0.259524,1.35235,0.292064,0.689935,,,4.80058,1.02565,0.885387,999,,,,"14843"
"Chris Flexen","CHW",5,7,,4.89222,26,17,,,106.7,473,115,62,58,15,40,1,3,84,7.08529,3.37395,2.1,1.26523,0.17759,0.0845666,0.09302325546741486,0.267442,1.45267,0.302115,0.69403,,,4.71708,1.02333,0.610254,999,,,,"13896"
"Sean Manaea","NYM",5,7,,4.61994,26,13,,,101.3,438,102,56,52,16,33,0,5,101,8.97335,2.93189,3.06061,1.42152,0.230594,0.0753425,0.1552511379122734,0.255,1.33268,0.303887,0.701599,,,4.43964,1.01791,0.574892,999,,,,"15873"
"Wikelman Gonzalez","BOS",6,7,,4.79439,25,25,,,107,476,100,61,57,13,61,0,4,108,9.08411,5.13084,1.77049,1.09346,0.226891,0.128151,0.09873948991298676,0.243309,1.50467,0.3,0.70028,,,4.63822,1.0164,1.11293,999,,,,"sa3008687"
"Kyle Brnovich","BAL",4,3,,4.2907,22,18,,,86,368,82,44,41,11,27,0,6,77,8.05814,2.82558,2.85185,1.15116,0.209239,0.0733696,0.135869562625885,0.244776,1.26744,0.287449,0.694444,,,4.2783,1.01553,0.97711,999,,,,"sa3014923"
"Glenn Otto","SDP",5,6,,4.48537,23,19,,,92.3,399,83,49,46,12,40,0,6,91,8.87324,3.90032,2.275,1.1701,0.22807,0.100251,0.12781954556703568,0.235127,1.33261,0.284,0.696799,,,4.46847,1.01515,0.810343,999,,,,"21366"
"Bryse Wilson","MIL",5,6,,4.17572,36,12,,,101.3,425,99,50,47,14,27,1,4,78,6.92991,2.39882,2.88889,1.24383,0.183529,0.0635294,0.11999999731779099,0.251269,1.24383,0.281457,0.714286,,,4.42977,1.0135,1.32498,999,,,,"19990"
"Sean Burke","CHW",5,7,,4.71101,24,23,,,91.7,408,86,51,48,11,47,0,5,85,8.34242,4.61287,1.80851,1.07961,0.208333,0.115196,0.09313724935054779,0.241573,1.45038,0.288462,0.697279,,,4.6618,1.01278,0.824813,999,,,,"sa3017461"
"Carson Seymour","SFG",4,5,,4.39471,25,20,,,98.3,432,99,51,48,11,37,0,6,81,7.41607,3.38759,2.18919,1.00712,0.1875,0.0856481,0.10185185074806213,0.254499,1.38352,0.296296,0.704809,,,4.37406,1.01107,1.06005,999,,,,"sa3017868"
"Zak Kent","TEX",3,4,,4.51505,22,21,,,89.7,390,90,48,45,13,32,0,3,78,7.82609,3.2107,2.4375,1.30435,0.2,0.0820513,0.11794871836900711,0.253521,1.36009,0.291667,0.712909,,,4.57054,1.00978,1.05586,999,,,,"sa3010315"
"Javier Assad","CHC",4,5,,4.19385,29,16,,,107.3,466,105,53,50,13,41,0,6,86,7.21342,3.43896,2.09756,1.0904,0.184549,0.0879828,0.09656652808189392,0.250597,1.36067,0.2875,0.7277,,,4.54115,1.00818,1.49158,999,,,,"21741"
"Ryan Murphy","SFG",5,5,,4.42327,27,25,,,99.7,435,98,52,49,12,39,0,5,86,7.76329,3.52056,2.20513,1.08325,0.197701,0.0896552,0.10804598033428192,0.250639,1.37412,0.293515,0.707155,,,4.41853,1.00688,1.07892,999,,,,"sa3014871"
"Kenny Rosenberg","LAA",6,8,,4.54286,23,18,,,105,462,105,57,53,15,45,1,5,98,8.4,3.85714,2.17778,1.28571,0.212121,0.0974026,0.11471862345933914,0.254854,1.42857,0.301003,0.72093,,,4.67409,1.00343,1.08489,999,,,,"20009"
"Chad Dallas","TOR",5,5,,4.46991,22,22,,,104.7,459,102,56,52,13,45,0,6,86,7.39255,3.8682,1.91111,1.11748,0.187364,0.0980392,0.08932461589574814,0.25,1.40401,0.288026,0.706522,,,4.68771,1.00332,1.03846,999,,,,"sa3018180"
"José Quintana","NYM",4,6,,4.98433,22,19,,,95.7,436,109,57,53,12,41,1,1,80,7.52351,3.8558,1.95122,1.12853,0.183486,0.0940367,0.08944953978061676,0.27665,1.5674,0.321192,0.698198,,,4.52986,0.996885,0.268713,999,,,,"11423"
"Alex Pham","BAL",4,4,,4.26681,24,16,,,90.7,390,86,46,43,11,36,0,1,79,7.83903,3.57222,2.19444,1.09151,0.202564,0.0923077,0.11025641113519669,0.243626,1.34509,0.285171,0.712946,,,4.31347,0.991173,1.02811,999,,,,"sa3017550"
"Thomas Pannone","CHC",5,6,,4.64747,22,18,,,100.7,434,107,56,52,15,29,0,3,78,6.9712,2.59186,2.68966,1.34062,0.179724,0.0668203,0.11290322244167328,0.266169,1.35055,0.297735,0.695652,,,4.59566,0.984617,0.87332,999,,,,"17281"
"Adbert Alzolay","CHC",5,4,,3.80282,40,7,,,71,293,62,32,30,9,19,1,5,74,9.38028,2.40845,3.89474,1.14085,0.25256,0.0648464,0.18771330267190933,0.230483,1.14085,0.284946,0.716374,,,3.83251,0.982415,1.05236,999,,,,"17859"
"Jonathan Stiever","CHW",5,6,,4.62366,18,18,,,83.7,365,85,46,43,12,29,0,4,71,7.63441,3.11828,2.44828,1.29032,0.194521,0.0794521,0.11506849527359009,0.256024,1.36201,0.293173,0.699588,,,4.6051,0.982053,0.81432,999,,,,"24584"
"Brendan McKay","TBR",5,4,,4.15225,23,21,,,86.7,371,84,43,40,13,28,0,2,87,9.03114,2.90657,3.10714,1.34948,0.234501,0.0754717,0.15902964770793915,0.246334,1.29181,0.294606,0.735608,,,4.23543,0.98162,1.04156,999,,,,"20186"
"Austin Gomber","COL",5,9,,5.33333,22,19,,,108,471,120,68,64,18,35,1,2,78,6.5,2.91667,2.22857,1.5,0.165605,0.07431,0.09129511564970016,0.276498,1.43519,0.301775,0.670262,,,5.00504,0.976626,1.1096,999,,,,"16561"
"Justin Armbruester","BAL",5,5,,4.44444,24,22,,,105.3,455,104,56,52,13,38,0,5,82,7.00855,3.24786,2.15789,1.11111,0.18022,0.0835165,0.09670329838991165,0.252427,1.34853,0.287066,0.694669,,,4.5276,0.976055,1.00654,999,,,,"sa3017548"
"Landon Marceaux","NYM",6,8,,4.74664,22,22,,,96.7,426,106,55,51,11,31,0,3,58,5.39814,2.88521,1.87097,1.02378,0.13615,0.07277,0.06338028609752655,0.270408,1.41675,0.294118,0.674342,,,4.58906,0.97426,0.556913,999,,,,"sa3017913"
"Kyle Freeland","COL",6,10,,5.31124,24,24,,,123.7,553,148,78,73,20,38,0,5,77,5.60226,2.76475,2.02632,1.45513,0.139241,0.0687161,0.07052440941333771,0.290196,1.50364,0.309927,0.683544,,,5.1548,0.970474,1.29915,999,,,,"16256"
"Clayton Beeter","NYY",6,6,,4.58491,24,23,,,106,461,94,58,54,15,49,0,7,106,9,4.16038,2.16327,1.27358,0.229935,0.106291,0.12364425510168076,0.232099,1.34906,0.278169,0.696721,,,4.67957,0.970427,0.873533,999,,,,"sa3014536"
"Elieser Hernández",,6,4,,4.39773,24,18,,,88,372,83,46,43,15,27,3,6,89,9.10227,2.76136,3.2963,1.53409,0.239247,0.0725806,0.1666666641831398,0.244838,1.25,0.289362,0.719101,,,4.57322,0.969401,0.968141,999,,,,"16933"
"Tyler Wells","BAL",5,6,,4.2333,30,19,,,106.3,429,93,53,50,16,34,0,3,95,8.04327,2.87865,2.79412,1.35466,0.221445,0.0792541,0.14219114184379578,0.237245,1.19473,0.274021,0.707457,,,4.46859,0.962967,1.28505,999,,,,"20000"
"Sean Boyle","NYY",6,6,,4.41836,22,17,,,93.7,401,91,49,46,13,25,0,10,77,7.39594,2.40128,3.08,1.24867,0.19202,0.0623441,0.12967581301927567,0.248634,1.23799,0.282609,0.685072,,,4.53572,0.959631,0.956253,999,,,,"sa3007618"
"Angel Bastardo","BOS",4,5,,4.88571,23,23,,,105,468,107,61,57,13,49,0,3,88,7.54286,4.2,1.79592,1.11429,0.188034,0.104701,0.0833333358168602,0.257212,1.48571,0.298413,0.689405,,,4.67409,0.957038,0.986233,999,,,,"sa3009716"
"Justin Verlander","HOU",9,7,,4.18605,22,22,,,124.7,531,124,62,58,18,43,0,4,97,7.0008,3.10345,2.25581,1.29912,0.182674,0.0809793,0.10169491171836853,0.256198,1.33921,0.287263,0.74048,,,4.70652,0.956274,1.74717,999,,,,"8700"
"Spencer Howard","SFG",5,5,,4.26923,24,16,,,78,339,74,40,37,10,31,0,4,82,9.46154,3.57692,2.64516,1.15385,0.241888,0.0914454,0.1504424810409546,0.243421,1.34615,0.301887,0.714286,,,4.1653,0.954523,0.855289,999,,,,"23252"
"Justin Jarvis","NYM",6,9,,4.86486,22,22,,,107.3,478,107,62,58,14,53,0,2,96,8.05219,4.44548,1.81132,1.17428,0.200837,0.110879,0.08995816111564636,0.252955,1.49115,0.297125,0.698006,,,4.69959,0.952775,0.524164,999,,,,"sa3007775"
"Max Castillo","BOS",6,6,,4.6935,24,18,,,109.3,477,118,61,57,15,35,0,5,81,6.66972,2.88198,2.31429,1.23513,0.169811,0.0733753,0.09643606096506119,0.270023,1.39982,0.302053,0.69697,,,4.65486,0.950587,1.19146,999,,,,"21956"
"Max Kranick","NYM",5,6,,4.53608,21,21,,,87.3,384,92,47,44,10,29,1,5,61,6.28866,2.98969,2.10345,1.03093,0.158854,0.0755208,0.0833333358168602,0.262857,1.38603,0.293907,0.691589,,,4.51506,0.950217,0.7688,999,,,,"22175"
"Victor Castaneda","NYM",5,5,,4.51505,22,17,,,89.7,396,86,48,45,11,41,0,3,82,8.22742,4.11371,2,1.10368,0.207071,0.103535,0.10353535413742065,0.244318,1.41583,0.289575,0.707885,,,4.4925,0.948745,0.769716,999,,,,"sa978399"
"Bruce Zimmermann","BAL",5,6,,4.51327,23,19,,,101.7,444,109,55,51,15,31,0,3,85,7.52212,2.74336,2.74194,1.32743,0.191441,0.0698198,0.12162162363529205,0.265854,1.3766,0.303226,0.714286,,,4.50381,0.946598,0.857256,999,,,,"20370"
"Alemao Hernandez",,6,8,,4.8468,23,18,,,107.7,464,120,62,58,15,24,0,5,58,4.8468,2.00557,2.41667,1.25348,0.125,0.0517241,0.0732758603990078,0.275862,1.33705,0.290055,0.666667,,,4.79636,0.939555,0.800958,999,,,,"sa3002788"
"Colin Rea","MIL",4,5,,4.77,22,19,,,100,428,105,57,53,17,29,0,3,85,7.65,2.61,2.93103,1.53,0.198598,0.067757,0.13084112107753754,0.265152,1.34,0.29932,0.69873,,,4.72504,0.937052,0.811024,999,,,,"12317"
"Adam Macko","TOR",5,6,,4.64516,23,23,,,93,415,88,51,48,11,43,0,9,85,8.22581,4.16129,1.97674,1.06452,0.204819,0.103614,0.10120481997728348,0.242424,1.4086,0.28839,0.692042,,,4.64214,0.936075,0.79648,999,,,,"sa3011555"
"Matt Strahm","PHI",6,5,,4.02597,47,7,,,69.3,282,61,33,31,10,20,0,3,75,9.74026,2.5974,3.75,1.2987,0.265957,0.070922,0.19503545761108398,0.235521,1.16883,0.293103,0.716418,,,3.96211,0.935983,0.864478,999,,,,"13799"
"Shane Drohan","CHW",6,8,,4.76821,23,22,,,105.7,469,105,60,56,14,51,0,4,88,7.4929,4.34248,1.72549,1.19205,0.187633,0.108742,0.07889125496149063,0.253623,1.47588,0.291667,0.703812,,,4.87283,0.933597,0.833711,999,,,,"sa3014447"
"Robbie Ray","SFG",7,7,,4.26316,20,20,,,114,491,112,58,54,20,43,0,3,122,9.63158,3.39474,2.83721,1.57895,0.248473,0.0875764,0.16089613735675812,0.251685,1.35965,0.30363,0.76378,,,4.60592,0.93317,1.40116,999,,,,"11486"
"Yusei Kikuchi","TOR",6,7,,4.57627,24,23,,,118,522,121,64,60,20,48,0,5,116,8.84746,3.66102,2.41667,1.52542,0.222222,0.091954,0.13026820123195648,0.257996,1.4322,0.303303,0.744681,,,4.83979,0.930347,1.07204,999,,,,"20633"
"Jack Leftwich","CLE",7,7,,4.20664,25,15,,,81.3,348,83,41,38,9,25,0,1,57,6.30996,2.76753,2.28,0.99631,0.163793,0.0718391,0.09195402264595032,0.257764,1.32841,0.289062,0.702306,,,4.25135,0.930054,0.931843,999,,,,"sa3018169"
"Davis Daniel","LAA",5,6,,4.58112,21,19,,,94.3,403,92,51,48,13,33,0,6,76,7.25345,3.14952,2.30303,1.24072,0.188586,0.0818859,0.10669974982738495,0.252747,1.32556,0.287273,0.692884,,,4.67604,0.929351,1.02317,999,,,,"27582"
"Alan Rangel","LAA",6,9,,4.86486,23,22,,,107.3,468,110,62,58,16,39,0,5,87,7.2973,3.2712,2.23077,1.34203,0.185897,0.0833333,0.10256410390138626,0.259434,1.38863,0.292835,0.687204,,,4.8021,0.926597,0.794355,999,,,,"sa877578"
"Domingo Robles","OAK",6,8,,4.42763,23,18,,,105.7,464,113,56,52,12,35,0,5,73,6.2157,2.98013,2.08571,1.02176,0.157328,0.075431,0.08189655840396881,0.266509,1.40019,0.297935,0.701219,,,4.48494,0.925429,0.859536,999,,,,"sa872881"
"Jacob Lopez","TBR",4,5,,4.17526,26,21,,,97,422,89,48,45,12,40,0,8,96,8.90722,3.71134,2.4,1.1134,0.227488,0.0947867,0.13270141184329987,0.237968,1.3299,0.289474,0.721925,,,4.36844,0.924432,1.15073,999,,,,"25098"
"Emerson Hancock","SEA",7,7,,4.21735,22,22,,,100.3,430,96,50,47,12,35,0,6,77,6.90927,3.14058,2.2,1.07677,0.17907,0.0813954,0.0976744219660759,0.246787,1.30608,0.28,0.709282,,,4.5013,0.924056,1.21286,999,,,,"27470"
"Angel Zerpa","KCR",4,5,,4.39773,26,18,,,88,381,89,46,43,10,30,0,4,65,6.64773,3.06818,2.16667,1.02273,0.170604,0.0787402,0.09186352044343948,0.256484,1.35227,0.290441,0.695238,,,4.41413,0.923582,1.15492,999,,,,"22717"
"Freddy Tarnok","OAK",4,4,,4.23292,22,18,,,89.3,389,83,45,42,10,40,0,4,82,8.26428,4.03135,2.05,1.00784,0.210797,0.102828,0.10796915739774704,0.24058,1.37738,0.288538,0.715596,,,4.35246,0.92358,0.974094,999,,,,"23324"
"Bryan Hoeing","MIA",3,5,,4.61046,30,14,,,93.7,405,101,51,48,12,26,1,4,68,6.53148,2.49733,2.61538,1.15261,0.167901,0.0641975,0.10370370000600815,0.269333,1.35539,0.301695,0.689655,,,4.429,0.921686,0.85877,999,,,,"26304"
"Dustin Saenz","WSN",5,8,,4.78435,23,21,,,99.7,437,109,57,53,13,29,0,6,61,5.50652,2.61785,2.10345,1.17352,0.139588,0.0663616,0.07322654873132706,0.271144,1.38415,0.292683,0.676127,,,4.77961,0.920886,0.812569,999,,,,"sa3017610"
"Denyi Reyes","NYM",3,4,,4.73165,23,16,,,91.3,400,100,51,48,12,27,0,4,67,6.6046,2.66156,2.48148,1.18291,0.1675,0.0675,0.10000000149011612,0.271003,1.39102,0.303448,0.689655,,,4.51462,0.920668,0.543885,999,,,,"20526"
