Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Nelson Cruz","SDP",49,143,152,35,24,5,1,5,9,23,6,1,46,2,1,0,2,1,0,0.244755244,"Nelson Cruz",2434,443558
"Jonathan India","CIN",119,454,529,111,71,23,0,17,78,61,52,0,109,16,7,0,13,14,2,0.244493392,"Jonathan India",21523,663697
"Jonathan Davis","MIA",34,90,104,22,15,4,1,2,22,10,7,0,29,2,2,2,1,1,2,0.244444444,"Jonathan Davis",15104,641505
"Alec Burleson","STL",107,315,347,77,48,20,1,8,34,36,23,0,45,3,2,1,13,3,1,0.244444444,"Alec Burleson",27615,676475
"Dansby Swanson","CHC",147,565,638,138,88,25,3,22,81,80,66,0,154,5,2,0,9,9,1,0.244247787,"Dansby Swanson",18314,621020
"Anthony Rizzo","NYY",99,373,421,91,65,14,0,12,45,41,35,1,97,12,1,0,10,0,3,0.243967828,"Anthony Rizzo",3473,519203
"DJ Stewart","NYM",58,160,185,39,19,9,0,11,21,26,15,0,56,7,1,1,3,1,1,0.24375,"DJ Stewart",17766,621466
"DJ LeMahieu","NYY",136,497,562,121,81,22,3,15,55,44,60,2,125,3,2,0,14,2,2,0.243460764,"DJ LeMahieu",9874,518934
"Henry Ramos","CIN",23,74,86,18,14,3,1,0,9,5,11,0,21,1,0,0,2,2,1,0.243243243,"Henry Ramos",11481,592656
"Tyler Stephenson","CIN",142,465,517,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,0.243010752,"Tyler Stephenson",17988,663886
"Elehuris Montero","COL",85,284,307,69,41,15,2,11,40,39,15,0,111,5,3,0,5,0,0,0.242957746,"Elehuris Montero",20543,660707
"Jake McCarthy","ARI",99,276,312,67,53,7,5,2,37,16,26,0,62,5,1,4,4,26,4,0.242753623,"Jake McCarthy",21622,664983
"Isiah Kiner-Falefa","NYY",115,326,361,79,60,12,1,6,39,37,28,0,70,3,3,1,12,14,5,0.242331288,"Isiah Kiner-Falefa",16512,643396
"Jurickson Profar","- - -",125,459,521,111,73,27,2,9,55,46,50,0,90,6,5,0,11,1,0,0.241830065,"Jurickson Profar",10815,595777
"Tyler Freeman","CLE",64,153,168,37,26,7,0,4,20,18,10,0,30,2,1,2,3,5,0,0.241830065,"Tyler Freeman",22532,671289
"Michael Chavis","WSN",48,91,96,22,17,3,0,2,16,5,5,0,33,0,0,0,3,1,0,0.241758241,"Michael Chavis",17321,656308
"Andrew Knizner","STL",70,224,241,54,33,11,0,10,30,31,12,0,62,3,1,1,8,2,0,0.241071428,"Andrew Knizner",19514,668800
"Christian Arroyo","BOS",66,195,206,47,28,16,0,3,23,24,7,0,45,1,2,1,8,1,3,0.241025641,"Christian Arroyo",16434,624414
"Ceddanne Rafaela","BOS",28,83,89,20,12,6,0,2,11,5,4,0,28,1,1,0,2,3,1,0.240963855,"Ceddanne Rafaela",24262,678882
"Miles Mastrobuoni","CHC",61,133,149,32,26,5,0,1,24,5,13,0,32,0,0,3,1,13,1,0.240601503,"Miles Mastrobuoni",20017,670156
"Adam Frazier","BAL",141,412,455,99,63,21,2,13,59,60,32,0,68,4,2,4,4,11,4,0.240291262,"Adam Frazier",15223,624428
"Carlos Santana","- - -",146,550,619,132,75,33,1,23,78,86,65,0,104,0,4,0,11,6,0,0.24,"Carlos Santana",2396,467793
"Kyle Isbel","KCR",91,292,313,70,41,22,2,5,45,34,17,0,59,1,2,1,5,7,1,0.239726027,"Kyle Isbel",21614,664728
"Matt Chapman","TOR",140,509,581,122,64,39,2,17,66,54,62,1,165,8,2,0,4,4,2,0.239685658,"Matt Chapman",16505,656305
"Ryan McMahon","COL",152,555,627,133,76,31,3,23,80,70,68,2,198,1,3,0,19,5,5,0.239639639,"Ryan McMahon",15112,641857
"Michael Conforto","SFG",125,406,470,97,68,14,0,15,58,58,53,4,106,7,4,0,12,4,0,0.238916256,"Michael Conforto",16376,624424
"Joshua Palacios","PIT",91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,0.238866396,"Joshua Palacios",19818,641943
"Willie Calhoun","NYY",44,134,149,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,0.23880597,"Willie Calhoun",17838,641432
"Cade Marlowe","SEA",34,88,100,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,0.238636363,"Cade Marlowe",25505,687799
"Austin Meadows","DET",6,21,21,5,4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0.238095238,"Austin Meadows",15672,640457
"Myles Straw","CLE",147,462,518,110,88,18,3,1,52,29,42,0,97,2,6,6,10,20,6,0.238095238,"Myles Straw",17620,664702
"Cody Thomas","OAK",19,42,46,10,6,3,0,1,1,2,4,0,17,0,0,0,1,0,0,0.238095238,"Cody Thomas",19828,642137
"Cristian Pache","PHI",48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238095238,"Cristian Pache",19948,665506
"Robbie Grossman","TEX",115,353,420,84,50,23,1,10,56,49,57,0,98,2,8,0,8,1,0,0.237960339,"Robbie Grossman",5254,543257
"David Fry","CLE",58,101,113,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,0.237623762,"David Fry",24934,681807
"Bo Naylor","CLE",67,198,230,47,23,13,0,11,33,32,30,1,53,1,1,0,2,5,0,0.237373737,"Bo Naylor",21865,666310
"Liover Peguero","PIT",59,198,213,47,35,4,1,7,21,26,11,0,67,1,1,2,6,6,2,0.237373737,"Liover Peguero",24273,678894
"José Abreu","HOU",141,540,594,128,86,23,1,18,62,90,42,1,130,6,6,0,16,0,1,0.237037037,"Jose Abreu",15676,547989
"Jake Marisnick","- - -",46,76,83,18,11,3,2,2,10,10,3,0,21,2,1,1,4,2,3,0.236842105,"Jake Marisnick",11339,545350
"Tyler Heineman","- - -",22,38,47,9,7,1,1,0,5,3,8,0,8,1,0,0,0,1,0,0.236842105,"Tyler Heineman",13897,623168
"Chris Taylor","LAD",117,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,2,16,3,0.23668639,"Chris Taylor",13757,621035
"Enrique Hernández","- - -",140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,0.236559139,"Enrique Hernandez",10472,571771
"Anthony Rendon","LAA",43,148,183,35,27,6,0,2,23,22,25,0,27,6,4,0,6,2,0,0.236486486,"Anthony Rendon",12861,543685
"Raimel Tapia","- - -",64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,0.236486486,"Raimel Tapia",14350,606132
"Nolan Gorman","STL",119,406,464,96,52,17,0,27,59,76,53,1,148,3,2,0,5,7,2,0.236453201,"Nolan Gorman",22263,669357
"Miguel Rojas","LAD",125,385,423,91,69,16,1,5,49,31,26,0,48,5,5,2,12,8,3,0.236363636,"Miguel Rojas",7802,500743
"Logan O'Hoppe","LAA",51,182,199,43,23,6,0,14,23,29,14,0,48,2,1,0,4,0,1,0.236263736,"Logan O'Hoppe",24729,681351
"Sam Hilliard","ATL",40,72,78,17,9,5,0,3,15,6,6,0,33,0,0,0,1,4,0,0.236111111,"Sam Hilliard",17954,656541
"Nick Senzel","CIN",104,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,9,6,2,0.235880398,"Nick Senzel",19293,669222
"Kyle Higashioka","NYY",92,242,260,57,34,13,0,10,24,34,14,0,74,0,3,1,5,0,0,0.23553719,"Kyle Higashioka",5517,543309
"Blake Sabol","SFG",110,310,344,73,50,10,0,13,36,44,24,0,117,6,2,2,4,4,2,0.23548387,"Blake Sabol",25805,666165
"Cavan Biggio","TOR",111,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,0,5,2,0.235294117,"Cavan Biggio",19252,624415
"José Fermín","STL",21,51,61,12,11,1,0,0,2,4,6,0,8,2,0,2,1,0,1,0.235294117,"Jose Fermin",21746,665877
"Junior Caminero","TBR",7,34,36,8,6,1,0,1,4,7,2,0,8,0,0,0,2,0,0,0.235294117,"Junior Caminero",28163,691406
"Joc Pederson","SFG",121,358,425,84,52,14,3,15,59,51,57,6,89,7,3,0,12,0,0,0.234636871,"Joc Pederson",11899,592626
"Luke Maile","CIN",78,179,199,42,26,10,0,6,17,25,14,0,49,5,0,1,8,2,1,0.234636871,"Luke Maile",13355,571912
"Nelson Velázquez","- - -",53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,0.234567901,"Nelson Velazquez",23359,676369
"Elly De La Cruz","CIN",98,388,427,91,56,15,7,13,67,44,35,3,144,2,1,1,6,35,8,0.234536082,"Elly De La Cruz",26668,682829
"MJ Melendez","KCR",148,533,602,125,75,29,5,16,65,56,62,2,170,3,4,0,4,6,4,0.234521575,"MJ Melendez",22197,669004
"Connor Wong","BOS",126,371,403,87,51,25,2,9,55,36,22,0,134,6,1,3,4,8,2,0.234501347,"Connor Wong",19896,657136
"Yasmani Grandal","CHW",118,363,405,85,63,14,0,8,33,33,36,1,86,4,2,0,11,0,0,0.234159779,"Yasmani Grandal",11368,518735
"Eric Hosmer","CHC",31,94,100,22,17,3,0,2,7,14,6,0,25,0,0,0,5,0,0,0.234042553,"Eric Hosmer",3516,543333
"Trey Mancini","CHC",79,235,263,55,39,12,0,4,31,28,21,1,78,2,3,0,5,0,0,0.234042553,"Trey Mancini",15149,641820
"Tyrone Taylor","MIL",81,231,243,54,26,17,1,10,36,35,8,0,55,3,1,0,10,9,0,0.233766233,"Tyrone Taylor",13675,621438
"Mike Yastrzemski","SFG",106,330,381,77,38,23,1,15,54,43,45,3,99,3,1,2,5,2,2,0.233333333,"Mike Yastrzemski",14854,573262
"Kris Bryant","COL",80,300,335,70,50,10,0,10,36,31,29,0,68,6,0,0,6,0,0,0.233333333,"Kris Bryant",15429,592178
"Heston Kjerstad","BAL",13,30,33,7,4,1,0,2,3,3,2,0,10,0,0,0,0,0,0,0.233333333,"Heston Kjerstad",31166,677008
"Patrick Bailey","SFG",97,326,353,76,50,18,1,7,29,48,21,0,100,3,1,2,8,1,0,0.233128834,"Patrick Bailey",27478,672275
"Hunter Renfroe","- - -",140,498,548,116,65,31,0,20,60,60,44,0,125,3,3,0,15,0,0,0.232931726,"Hunter Renfroe",15464,592669
"Daniel Vogelbach","NYM",104,275,319,64,43,8,0,13,33,48,42,1,81,2,0,0,6,0,0,0.232727272,"Daniel Vogelbach",14130,596129
"Cedric Mullins","BAL",116,404,455,94,53,23,3,15,51,74,43,1,101,1,4,3,6,19,3,0.232673267,"Cedric Mullins",17929,656775
"Tucupita Marcano","PIT",75,202,220,47,30,12,2,3,16,18,10,0,35,3,2,3,2,5,2,0.232673267,"Tucupita Marcano",22871,672779
"Spencer Torkelson","DET",159,606,684,141,75,34,1,31,88,94,67,1,171,6,5,0,15,3,0,0.232673267,"Spencer Torkelson",27465,679529
"Eugenio Suárez","SEA",162,598,694,139,88,29,0,22,68,96,70,0,214,15,11,0,10,2,1,0.232441471,"Eugenio Suarez",12552,553993
"Tim Locastro","NYM",43,56,67,13,8,3,0,2,13,3,3,0,22,6,0,2,0,6,0,0.232142857,"Tim Locastro",15124,641796
"Wade Meckler","SFG",20,56,64,13,12,1,0,0,6,4,6,0,25,2,0,0,0,0,0,0.232142857,"Wade Meckler",31490,685133
"Nick Pratto","KCR",95,306,345,71,48,16,0,7,33,35,29,0,138,6,4,0,3,1,1,0.232026143,"Nick Pratto",22117,668472
"Parker Meadows","DET",37,125,145,29,20,4,2,3,19,13,17,1,37,2,1,0,0,8,1,0.232,"Parker Meadows",23800,678009
"Harrison Bader","- - -",98,319,344,74,53,12,2,7,44,40,17,0,59,3,4,1,7,20,3,0.231974921,"Harrison Bader",18030,664056
"Cal Raleigh","SEA",145,513,569,119,65,23,1,30,78,75,54,1,158,1,1,0,6,0,0,0.23196881,"Cal Raleigh",21534,663728
"Alan Trejo","COL",83,207,227,48,33,11,0,4,24,26,16,0,51,1,2,1,3,5,1,0.231884057,"Alan Trejo",20056,676701
"Nicky Lopez","- - -",94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,0.231111111,"Nicky Lopez",19339,670032
"Tyler O'Neill","STL",72,238,266,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,0.231092436,"Tyler O'Neill",15711,641933
"José Azocar","SDP",55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,0.23076923,"Jose Azocar",18821,640492
"Brandon Lowe","TBR",109,377,436,87,50,15,1,21,58,68,50,0,119,6,3,0,8,7,0,0.23076923,"Brandon Lowe",18882,664040
"Marco Luciano","SFG",14,39,45,9,6,3,0,0,4,0,6,0,17,0,0,0,0,1,0,0.23076923,"Marco Luciano",25616,682617
"Zach McKinstry","DET",148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,0.230603448,"Zach McKinstry",19392,656716
"Ji Hwan Bae","PIT",111,334,371,77,56,17,2,2,54,32,30,0,92,2,2,3,4,24,9,0.230538922,"Ji Hwan Bae",23818,678225
"Kody Clemens","PHI",49,139,148,32,21,7,0,4,15,13,8,0,40,1,0,0,1,0,0,0.230215827,"Kody Clemens",20572,665019
"Alek Thomas","ARI",125,374,402,86,55,17,5,9,51,39,19,1,86,4,3,2,5,9,1,0.229946524,"Alek Thomas",23792,677950
"Jonathan Aranda","TBR",34,87,103,20,13,4,1,2,13,13,13,1,31,2,1,0,1,0,0,0.229885057,"Jonathan Aranda",21837,666018
"Carlos Correa","MIN",135,514,580,118,69,29,2,18,60,65,59,3,131,4,3,0,30,0,0,0.229571984,"Carlos Correa",14162,621043
"Matt Beaty","- - -",30,61,72,14,10,4,0,0,8,4,6,0,14,5,0,0,1,0,0,0.229508196,"Matt Beaty",17710,607461
"Estevan Florial","NYY",19,61,71,14,10,3,1,0,5,8,7,0,20,2,1,0,0,3,0,0.229508196,"Estevan Florial",19151,664314
"Alfonso Rivas","- - -",48,109,123,25,11,10,1,3,8,15,9,0,36,3,1,1,1,1,0,0.229357798,"Alfonso Rivas",21560,663845
"Jake Cronenworth","SDP",127,458,522,105,64,24,7,10,54,48,46,2,97,11,5,1,8,6,1,0.229257641,"Jake Cronenworth",18036,630105
"Ryan Noda","OAK",128,406,495,93,54,22,1,16,63,54,77,1,170,10,2,0,4,3,1,0.229064039,"Ryan Noda",23312,676116
"Michael Massey","KCR",129,428,461,98,64,18,1,15,42,55,24,0,99,4,4,1,3,6,2,0.228971962,"Michael Massey",27684,686681
"Aledmys Díaz","OAK",109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,0.228571428,"Aledmys Diaz",15937,649557
"Austin Wells","NYY",19,70,75,16,6,6,0,4,8,13,3,0,14,0,1,0,3,0,0,0.228571428,"Austin Wells",27562,669224
"Drew Waters","KCR",98,302,337,69,45,11,5,8,40,32,27,0,107,5,3,0,4,16,5,0.228476821,"Drew Waters",20505,671221
"Kevin Pillar","ATL",81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,0.228426395,"Kevin Pillar",12434,607680
"Mike Ford","SEA",84,219,251,50,28,6,0,16,32,34,24,0,81,7,1,0,4,0,0,0.228310502,"Mike Ford",15585,645801
"Stuart Fairchild","CIN",97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,0.228310502,"Stuart Fairchild",20321,656413
"Danny Jansen","TOR",86,268,301,61,29,15,0,17,38,53,23,1,62,10,0,0,3,0,0,0.22761194,"Danny Jansen",16535,643376
"Francisco Mejía","TBR",50,150,160,34,18,11,0,5,22,19,6,0,38,1,2,1,2,0,1,0.226666666,"Francisco Mejia",16403,642336
"Billy McKinney","NYY",48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,0.2265625,"Billy McKinney",15654,641856
"Jake Meyers","HOU",112,309,341,70,43,16,1,10,42,33,26,0,88,5,1,0,2,5,2,0.226537216,"Jake Meyers",20308,676694
"Brian Anderson","MIL",96,318,361,72,48,12,3,9,38,40,36,0,108,4,3,0,10,1,3,0.226415094,"Brian Anderson",18289,605119
"Jake Alu","WSN",51,159,175,36,31,2,1,2,14,16,10,0,42,3,2,1,2,5,1,0.226415094,"Jake Alu",25569,666906
"Carlos Pérez","OAK",68,168,189,38,28,4,0,6,17,20,13,0,40,4,3,1,4,0,0,0.226190476,"Carlos Perez",10642,542208
"Mark Mathias","- - -",27,62,72,14,12,2,0,0,6,6,10,0,15,0,0,0,4,3,0,0.225806451,"Mark Mathias",18032,664029
"José Tena","CLE",18,31,34,7,5,2,0,0,2,3,3,0,13,0,0,0,0,0,0,0.225806451,"Jose Tena",23691,677588
"Eduardo Escobar","- - -",100,288,309,65,48,6,5,6,32,31,18,0,78,0,2,1,7,2,1,0.225694444,"Eduardo Escobar",6153,500871
"Christian Bethancourt","TBR",104,315,332,71,44,16,0,11,49,33,13,0,91,0,3,1,6,1,0,0.225396825,"Christian Bethancourt",10028,542194
"J.P. Martínez","TEX",17,40,44,9,7,1,0,1,7,4,2,0,16,0,2,0,0,0,0,0.225,"J.P. Martinez",24451,679881
"Zach Neto","LAA",84,289,329,65,39,17,0,9,38,34,20,0,77,16,3,1,5,5,1,0.224913494,"Zach Neto",31347,687263
"Travis d'Arnaud","ATL",74,267,292,60,36,13,0,11,31,39,21,0,67,3,1,0,6,0,0,0.224719101,"Travis d'Arnaud",7739,518595
"Darin Ruf","- - -",20,49,57,11,8,3,0,0,3,3,8,0,16,0,0,0,0,0,0,0.224489795,"Darin Ruf",9929,573131
"Ramón Laureano","- - -",105,361,404,81,50,18,4,9,46,35,33,0,114,9,1,0,9,12,1,0.224376731,"Ramon Laureano",17128,657656
"Luis Guillorme","NYM",54,107,120,24,16,6,1,1,12,9,10,1,28,0,1,2,4,0,0,0.224299065,"Luis Guillorme",16451,641645
"Jack Suwinski","PIT",144,447,534,100,51,21,2,26,63,74,75,2,172,6,6,0,2,13,2,0.223713646,"Jack Suwinski",22244,669261
"Christian Vázquez","MIN",102,327,355,73,54,13,0,6,34,32,25,1,82,1,1,1,11,1,0,0.22324159,"Christian Vazquez",9774,543877
"Evan Longoria","ARI",74,211,237,47,27,9,0,11,25,28,23,0,73,0,3,0,8,0,0,0.222748815,"Evan Longoria",9368,446334
"James McCann","BAL",70,207,226,46,26,14,0,6,25,26,9,0,57,5,2,3,5,3,1,0.222222222,"James McCann",12859,543510
"Johan Camargo","SFG",8,18,20,4,4,0,0,0,0,2,1,0,4,1,0,0,2,0,0,0.222222222,"Johan Camargo",14950,622666
"Adam Haseley","CHW",28,36,39,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,0.222222222,"Adam Haseley",19878,656514
"Livan Soto","LAA",4,9,12,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0.222222222,"Livan Soto",22471,670869
"Jacob Amaya","MIA",4,9,9,2,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0.222222222,"Jacob Amaya",23296,676070
"Jose Siri","TBR",101,338,364,75,35,13,2,25,58,56,20,0,130,2,3,1,5,12,3,0.221893491,"Jose Siri",17452,642350
"Seth Brown","OAK",112,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,6,3,1,0.221574344,"Seth Brown",18171,664913
"Javier Báez","DET",136,510,547,113,82,18,4,9,58,59,24,0,125,9,3,0,12,12,0,0.221568627,"Javier Baez",12979,595879
"Jesús Aguilar","OAK",36,104,115,23,16,2,0,5,8,9,8,2,31,1,1,0,3,0,0,0.221153846,"Jesus Aguilar",11342,542583
"Nick Allen","OAK",106,303,329,67,57,4,2,4,29,20,17,0,52,1,2,6,8,5,1,0.221122112,"Nick Allen",22277,669397
"José Caballero","SEA",104,231,280,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,3,0.22077922,"Jose Caballero",23401,676609
"Luke Voit","MIL",22,68,74,15,12,3,0,0,5,4,4,0,27,2,0,0,3,2,0,0.220588235,"Luke Voit",14811,572228
"Jordan Diaz","OAK",90,272,293,60,41,9,0,10,20,27,17,0,69,3,1,0,10,0,1,0.220588235,"Jordan Diaz",22650,672478
"Jake Rogers","DET",107,331,365,73,41,11,0,21,47,49,28,0,118,3,2,1,6,1,1,0.220543806,"Jake Rogers",19452,668670
"Endy Rodríguez","PIT",57,186,204,41,29,7,2,3,27,13,17,0,49,0,1,0,3,0,0,0.220430107,"Endy Rodriguez",25332,682848
"Daulton Varsho","TOR",158,527,581,116,70,23,3,20,65,61,45,0,135,4,3,1,5,16,7,0.220113851,"Daulton Varsho",19918,662139
"Michael A. Taylor","MIN",129,355,388,78,42,14,1,21,48,51,26,0,130,3,1,3,7,13,1,0.219718309,"Michael A. Taylor",11489,572191
"Dominic Canzone","- - -",59,173,182,38,19,13,0,6,23,21,8,0,32,1,0,0,5,1,0,0.219653179,"Dominic Canzone",26438,686527
"Hanser Alberto","CHW",30,82,90,18,10,5,0,3,11,16,4,0,13,1,1,2,1,0,0,0.219512195,"Hanser Alberto",11902,593643
"Rafael Ortega","NYM",47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,0.219298245,"Rafael Ortega",10323,542364
"Jean Segura","MIA",85,301,326,66,56,5,2,3,25,21,22,1,47,2,0,1,12,6,2,0.219269102,"Jean Segura",5933,516416
"Dylan Carlson","STL",76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,0.219178082,"Dylan Carlson",20126,666185
"Tyler Fitzgerald","SFG",10,32,34,7,3,2,0,2,3,5,2,0,10,0,0,0,0,2,0,0.21875,"Tyler Fitzgerald",26208,666149
"Osleivis Basabe","TBR",31,87,94,19,13,5,0,1,15,12,6,0,25,1,0,0,2,0,1,0.218390804,"Osleivis Basabe",23985,678545
"Jose Barrero","CIN",46,133,149,29,19,8,0,2,15,17,15,0,44,0,1,0,1,3,2,0.218045112,"Jose Barrero",23378,676480
"Akil Baddoo","DET",112,312,357,68,43,13,1,11,40,34,42,2,89,0,1,2,4,14,3,0.217948717,"Akil Baddoo",22168,668731
"Brice Turang","MIL",137,404,448,88,70,9,3,6,46,34,38,1,94,1,2,3,9,26,4,0.217821782,"Brice Turang",22186,668930
"Greg Allen","NYY",22,23,28,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,0.217391304,"Greg Allen",16623,656185
"Drew Ellis","PHI",12,23,29,5,3,0,0,2,4,4,6,0,7,0,0,0,0,0,1,0.217391304,"Drew Ellis",19873,656403
"Willy Adames","MIL",149,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,12,5,3,0.216998191,"Willy Adames",15986,642715
"Jorge Mateo","BAL",116,318,350,69,46,14,2,7,58,34,22,0,82,1,3,5,8,32,5,0.216981132,"Jorge Mateo",17273,622761
"Blake Perkins","MIL",67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,0.216783216,"Blake Perkins",19921,663368
"Gary Sánchez","- - -",75,240,267,52,24,9,0,19,33,47,21,0,67,4,2,0,3,0,0,0.216666666,"Gary Sanchez",11442,596142
"Kole Calhoun","CLE",43,157,174,34,21,7,0,6,18,25,13,0,37,2,2,0,3,0,1,0.216560509,"Kole Calhoun",11200,594777
"Pete Alonso","NYM",154,568,658,123,54,21,2,46,92,118,65,6,151,21,4,0,17,4,1,0.216549295,"Pete Alonso",19251,624413
"Oscar Colás","CHW",75,245,263,53,39,9,0,5,32,19,12,1,71,2,2,2,5,4,3,0.21632653,"Oscar Colas",30162,693049
"Jake Lamb","LAA",19,51,54,11,8,1,0,2,7,5,3,0,15,0,0,0,1,0,0,0.215686274,"Jake Lamb",13329,571875
"Rowdy Tellez","MIL",106,311,351,67,44,9,1,13,26,47,35,2,86,0,5,0,11,0,0,0.215434083,"Rowdy Tellez",15679,642133
"Brad Miller","TEX",27,56,67,12,7,4,0,1,8,6,10,0,11,0,1,0,1,0,0,0.214285714,"Brad Miller",12775,543543
"Oscar Gonzalez","CLE",54,173,180,37,26,7,2,2,15,12,5,0,46,1,1,0,2,0,0,0.213872832,"Oscar Gonzalez",20970,660757
"Matt Thaiss","LAA",95,262,307,56,41,6,0,9,32,31,36,1,83,6,3,0,4,2,0,0.213740458,"Matt Thaiss",19318,642136
"Miguel Amaya","CHC",53,131,156,28,19,4,0,5,17,18,12,0,40,11,1,1,2,0,0,0.213740458,"Miguel Amaya",21693,665804
"Henry Davis","PIT",62,225,255,48,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5,0.213333333,"Henry Davis",29617,680779
"Jonathan Schoop","DET",55,136,151,29,21,8,0,0,15,7,13,0,37,0,2,0,6,0,0,0.213235294,"Jonathan Schoop",11265,570731
"Trevor Larnach","MIN",58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,0.213114754,"Trevor Larnach",21501,663616
"Brett Baty","NYM",108,353,389,75,54,12,0,9,41,34,29,0,109,2,1,1,8,2,0,0.212464589,"Brett Baty",26123,683146
"Nick Ahmed","ARI",72,198,210,42,29,10,1,2,14,17,12,0,52,0,0,0,0,5,1,0.212121212,"Nick Ahmed",12147,605113
"Joey Wendle","MIA",112,297,318,63,42,16,3,2,33,20,13,0,67,2,3,3,8,7,1,0.212121212,"Joey Wendle",13853,621563
"Joey Ortiz","BAL",15,33,34,7,6,1,0,0,4,4,0,0,9,0,1,0,2,0,0,0.212121212,"Joey Ortiz",25493,687401
"Jake Cave","PHI",65,184,203,39,25,8,1,5,18,21,15,0,55,1,2,1,3,3,0,0.211956521,"Jake Cave",14477,595909
"Max Muncy","LAD",135,482,579,102,48,17,1,36,95,105,85,4,153,6,6,0,8,1,2,0.211618257,"Max Muncy",13301,571970
"Rodolfo Castro","- - -",92,227,256,48,35,7,0,6,21,24,23,1,74,5,1,0,4,1,4,0.211453744,"Rodolfo Castro",21987,666801
"Oswaldo Cabrera","NYY",115,298,330,63,47,11,0,5,35,29,25,1,72,2,2,3,6,8,0,0.211409395,"Oswaldo Cabrera",21707,665828
"Lawrence Butler","OAK",42,123,129,26,18,4,0,4,10,10,4,0,35,1,1,0,5,0,0,0.211382113,"Lawrence Butler",22542,671732
"Jose Miranda","MIN",40,142,152,30,23,4,0,3,12,13,9,0,24,1,0,0,8,0,0,0.211267605,"Jose Miranda",20538,669304
"Jace Peterson","- - -",134,374,430,79,59,10,4,6,35,37,47,2,101,4,3,2,7,15,2,0.211229946,"Jace Peterson",12325,607054
"Mark Vientos","NYM",65,218,233,46,31,5,1,9,19,22,10,0,71,3,2,0,5,1,0,0.211009174,"Mark Vientos",22184,668901
"Omar Narváez","NYM",49,128,146,27,20,5,0,2,12,7,14,0,27,0,3,1,1,0,0,0.2109375,"Omar Narvaez",13338,553882
"Jose Trevino","NYY",55,157,168,33,25,4,0,4,15,15,8,0,22,2,0,1,6,0,0,0.210191082,"Jose Trevino",16725,624431
"Brett Sullivan","SDP",33,81,86,17,13,3,0,1,7,6,4,0,19,0,1,0,1,0,0,0.209876543,"Brett Sullivan",18217,664954
"Gabriel Arias","CLE",122,315,345,66,41,15,0,10,36,26,28,0,113,1,1,0,9,3,4,0.209523809,"Gabriel Arias",22563,672356
"Francisco Alvarez","NYM",123,382,423,80,43,12,0,25,51,63,34,0,110,6,1,0,14,2,0,0.209424083,"Francisco Alvarez",26121,682626
"Luken Baker","STL",33,86,99,18,13,3,0,2,9,10,13,0,31,0,0,0,1,0,0,0.209302325,"Luken Baker",21497,663609
"Tony Kemp","OAK",124,359,419,75,54,13,3,5,42,27,44,0,40,6,3,7,9,15,4,0.208913649,"Tony Kemp",14894,643393
"Anthony Volpe","NYY",159,541,601,113,65,23,4,21,62,60,52,0,167,5,2,1,10,24,5,0.208872458,"Anthony Volpe",27647,683011
"Nick Gonzales","PIT",35,115,128,24,13,8,1,2,12,13,6,0,36,4,2,1,0,0,1,0.208695652,"Nick Gonzales",27490,693304
