Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Bobby Witt Jr.","KCR",150,591,632,150,93,31,6,20,82,80,30,2,135,6,5,0,12,30,7,0.253807106,"Bobby Witt Jr.",25764,677951
"Adley Rutschman","BAL",113,398,470,101,52,35,1,13,70,42,65,0,86,4,3,0,4,4,0,0.253768844,"Adley Rutschman",26288,668939
"Michael A. Taylor","KCR",124,414,456,105,83,10,3,9,49,43,35,0,109,2,3,2,6,4,2,0.253623188,"Michael A. Taylor",11489,572191
"Jazz Chisholm Jr.","MIA",60,213,241,54,26,10,4,14,39,45,21,0,66,3,3,0,0,12,5,0.253521126,"Jazz Chisholm Jr.",20454,665862
"Jeremy Peña","HOU",136,521,558,132,88,20,2,22,72,63,22,0,135,6,5,1,5,11,2,0.253358925,"Jeremy Pena",21636,665161
"Juan Yepez","STL",76,253,274,64,39,13,0,12,27,30,16,0,61,1,4,0,6,0,0,0.252964426,"Juan Yepez",18400,660766
"Kyle Stowers","BAL",34,91,98,23,15,4,1,3,11,11,5,0,29,2,0,0,3,0,0,0.252747252,"Kyle Stowers",26151,669065
"Riley Greene","DET",93,376,418,95,68,18,4,5,46,42,36,0,120,3,3,0,8,1,4,0.252659574,"Riley Greene",25976,682985
"Kerry Carpenter","DET",31,103,113,26,15,4,1,6,16,10,6,0,32,3,1,0,0,0,0,0.252427184,"Kerry Carpenter",25961,681481
"Bryan De La Cruz","MIA",115,329,355,83,50,20,0,13,38,43,19,0,90,2,4,0,8,4,0,0.252279635,"Bryan De La Cruz",19600,650559
"Charlie Culberson","TEX",70,115,124,29,21,6,0,2,19,12,5,0,31,0,0,4,5,2,3,0.252173913,"Charlie Culberson",3298,518586
"Christian Yelich","MIL",154,575,671,145,102,25,4,14,99,57,88,5,162,5,2,1,9,19,3,0.252173913,"Christian Yelich",11477,592885
"Christian Bethancourt","- - -",101,318,333,80,52,17,0,11,39,34,12,0,80,2,0,1,6,5,1,0.251572327,"Christian Bethancourt",10028,542194
"Ha-Seong Kim","SDP",150,517,582,130,87,29,3,11,58,59,51,0,100,7,4,3,9,12,2,0.251450676,"Ha-Seong Kim",27506,673490
"Keibert Ruiz","WSN",112,394,433,99,70,22,0,7,33,36,30,0,50,6,2,1,9,6,1,0.251269035,"Keibert Ruiz",19610,660688
"Kolten Wong","MIL",134,430,497,108,65,24,4,15,65,47,46,2,88,14,5,2,5,17,6,0.25116279,"Kolten Wong",12532,543939
"Austin Nola","SDP",110,347,397,87,68,15,0,4,40,40,34,1,60,6,9,1,5,2,1,0.250720461,"Austin Nola",15941,543592
"David Peralta","- - -",134,439,490,110,65,30,3,12,39,59,41,5,114,4,6,0,8,1,3,0.250569476,"David Peralta",2136,444482
"Austin Hays","BAL",145,535,582,134,81,35,2,16,66,60,34,0,114,10,3,0,11,2,4,0.250467289,"Austin Hays",19363,669720
"Ryan Mountcastle","BAL",145,555,609,139,88,28,1,22,62,85,43,1,154,4,7,0,12,4,1,0.25045045,"Ryan Mountcastle",18373,663624
"Whit Merrifield","- - -",139,504,550,126,86,28,1,11,70,58,38,0,85,0,8,0,11,16,5,0.25,"Whit Merrifield",11281,593160
"Matt Duffy","LAA",77,228,247,57,47,8,0,2,14,16,17,0,50,2,0,0,6,0,0,0.25,"Matt Duffy",13836,622110
"Anthony Alford","PIT",2,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,"Anthony Alford",14329,546990
"Austin Meadows","DET",36,128,147,32,24,6,2,0,9,11,16,0,17,3,0,0,2,0,1,0.25,"Austin Meadows",15672,640457
"Alex Jackson","MIL",5,12,12,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.25,"Alex Jackson",17276,656577
"Narciso Crook","CHC",4,8,9,2,1,1,0,0,1,2,0,0,3,0,1,0,1,0,0,0.25,"Narciso Crook",17473,643271
"JT Riddle","CIN",2,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,"JT Riddle",17642,595375
"Harrison Bader","- - -",86,292,313,73,55,10,3,5,38,30,15,0,62,4,2,0,4,17,3,0.25,"Harrison Bader",18030,664056
"Darick Hall","PHI",42,136,142,34,16,8,1,9,19,16,5,0,44,1,0,0,3,0,0,0.25,"Darick Hall",19717,669742
"Mario Feliciano","MIL",2,4,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,"Mario Feliciano",20263,666128
"Alex Kirilloff","MIN",45,144,156,36,26,7,0,3,14,21,5,0,36,4,2,0,5,0,0,0.25,"Alex Kirilloff",20325,666135
"Nick Maton","PHI",35,72,85,18,10,2,1,5,13,17,10,0,29,1,2,0,0,0,0,0.25,"Nick Maton",21635,665155
"Luis Campusano","SDP",16,48,50,12,10,1,0,1,4,5,1,0,11,0,1,0,2,0,0,0.25,"Luis Campusano",22217,669134
"Jake Burger","CHW",51,168,183,42,24,9,1,8,20,26,10,1,56,3,1,1,7,0,0,0.25,"Jake Burger",22275,669394
"Adolis García","TEX",156,605,657,151,85,34,5,27,88,101,40,2,183,6,6,0,9,25,6,0.249586776,"Adolis Garcia",19287,666969
"Sean Murphy","OAK",148,537,612,134,77,37,2,18,67,66,56,2,124,13,5,0,14,1,0,0.24953445,"Sean Murphy",19352,669221
"Nick Madrigal","CHC",59,209,228,52,45,7,0,0,19,7,14,0,27,3,0,2,6,3,1,0.248803827,"Nick Madrigal",20521,663611
"Jonathan India","CIN",103,386,431,96,68,16,2,10,48,41,31,1,94,14,0,0,5,3,4,0.248704663,"Jonathan India",21523,663697
"Elvis Andrus","- - -",149,535,577,133,84,32,0,17,66,58,39,0,92,3,0,0,11,18,4,0.24859813,"Elvis Andrus",8709,462101
"J.D. Davis","- - -",115,318,365,79,50,16,1,12,46,35,39,1,122,6,2,0,13,1,1,0.248427672,"J.D. Davis",16219,605204
"César Hernández","WSN",147,560,617,139,106,28,4,1,64,34,45,0,114,7,2,3,9,10,4,0.248214285,"Cesar Hernandez",10556,514917
"Ramón Urías","BAL",118,403,445,100,66,17,1,16,50,51,30,1,98,5,4,3,7,1,0,0.248138957,"Ramon Urias",18795,602104
"Marcus Semien","TEX",161,657,724,163,101,31,5,26,101,83,53,0,120,4,10,0,7,25,8,0.248097412,"Marcus Semien",12533,543760
"Jose Trevino","NYY",115,335,353,83,59,12,1,11,39,43,15,0,62,2,1,0,5,2,1,0.247761194,"Jose Trevino",16725,624431
"Stuart Fairchild","- - -",46,97,110,24,14,4,1,5,14,6,8,0,34,5,0,0,1,0,2,0.24742268,"Stuart Fairchild",20321,656413
"Ozzie Albies","ATL",64,247,269,61,37,16,0,8,36,35,16,0,47,2,4,0,0,3,5,0.246963562,"Ozzie Albies",16556,645277
"Mark Mathias","- - -",30,81,91,20,11,3,0,6,13,20,9,0,30,0,1,0,0,3,0,0.24691358,"Mark Mathias",18032,664029
"Oswaldo Cabrera","NYY",44,154,171,38,23,8,1,6,21,19,15,0,44,0,1,1,1,3,2,0.246753246,"Oswaldo Cabrera",21707,665828
"Tyler Freeman","CLE",24,77,86,19,16,3,0,0,9,3,4,0,11,4,1,0,2,1,0,0.246753246,"Tyler Freeman",22532,671289
"CJ Abrams","- - -",90,284,302,70,54,12,2,2,33,21,5,0,50,9,2,2,5,7,4,0.246478873,"CJ Abrams",25768,682928
"Rhys Hoskins","PHI",156,589,672,145,80,33,2,30,81,79,72,0,169,6,4,0,12,2,1,0.246179966,"Rhys Hoskins",16472,656555
"Matt Vierling","PHI",117,325,357,80,60,12,2,6,41,32,23,0,70,3,6,0,7,7,4,0.246153846,"Matt Vierling",21558,663837
"Jorge Alfaro","SDP",82,256,274,63,42,14,0,7,25,40,11,0,98,4,3,0,5,1,0,0.24609375,"Jorge Alfaro",12180,595751
"Matt Reynolds","- - -",93,244,272,60,46,10,1,3,31,23,26,0,78,1,1,0,7,5,0,0.245901639,"Matt Reynolds",13788,608703
"Ryan McMahon","COL",153,529,597,130,84,23,3,20,67,67,60,0,158,5,3,0,7,7,3,0.245746691,"Ryan McMahon",15112,641857
"Mitch Haniger","SEA",57,224,247,55,36,8,0,11,31,34,20,1,65,1,2,0,7,0,0,0.245535714,"Mitch Haniger",14274,571745
"AJ Pollock","CHW",138,489,527,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.245398773,"AJ Pollock",9256,572041
"Brandon Marsh","- - -",134,424,461,104,71,18,4,11,49,52,28,1,158,3,3,3,4,10,4,0.245283018,"Brandon Marsh",20202,669016
"Chas McCormick","HOU",119,359,407,88,60,12,2,14,47,44,46,0,106,1,1,0,5,4,3,0.245125348,"Chas McCormick",19599,676801
"Corey Seager","TEX",151,593,663,145,87,24,1,33,91,83,58,7,103,7,5,0,14,3,0,0.244519392,"Corey Seager",13624,608369
"Evan Longoria","SFG",89,266,298,65,38,13,0,14,31,42,27,2,83,2,3,0,6,0,0,0.244360902,"Evan Longoria",9368,446334
"Edwin Ríos","LAD",27,86,92,21,13,1,0,7,12,17,5,1,36,1,0,0,2,0,1,0.244186046,"Edwin Rios",18316,621458
"Nolan Jones","CLE",28,86,94,21,14,5,0,2,10,13,8,1,31,0,0,0,2,0,0,0.244186046,"Nolan Jones",20529,666134
"Orlando Arcia","ATL",68,209,234,51,33,9,0,9,25,30,21,0,51,2,2,0,7,0,0,0.244019138,"Orlando Arcia",13185,606115
"Hanser Alberto","LAD",73,156,159,38,25,9,2,2,13,15,3,0,25,0,0,0,7,0,1,0.243589743,"Hanser Alberto",11902,593643
"Ke'Bryan Hayes","PIT",136,505,560,123,89,24,3,7,55,41,48,0,122,5,2,0,12,20,5,0.243564356,"Ke'Bryan Hayes",18577,663647
"Jurickson Profar","SDP",152,575,658,140,87,36,2,15,82,58,73,0,103,4,3,3,12,5,1,0.24347826,"Jurickson Profar",10815,595777
"J.P. Crawford","SEA",145,518,603,126,93,24,3,6,57,42,68,0,80,10,5,2,11,3,2,0.243243243,"J.P. Crawford",15491,641487
"Owen Miller","CLE",130,424,472,103,70,26,1,6,53,51,32,1,93,7,9,0,8,2,0,0.242924528,"Owen Miller",24655,680911
"Willson Contreras","CHC",113,416,487,101,54,23,2,22,65,55,45,0,103,24,2,0,14,4,2,0.242788461,"Willson Contreras",11609,575929
"Michael Massey","KCR",52,173,194,42,28,9,1,4,16,17,9,0,46,8,2,2,1,3,0,0.242774566,"Michael Massey",27684,686681
"Aledmys Díaz","HOU",92,305,327,74,49,13,0,12,35,38,18,0,53,2,2,0,7,1,1,0.24262295,"Aledmys Diaz",15937,649557
"Juan Soto","- - -",153,524,664,127,73,25,2,27,93,62,135,6,96,4,0,0,12,6,2,0.242366412,"Juan Soto",20123,665742
"Francisco Mejía","TBR",93,289,299,70,42,22,0,6,32,31,7,0,65,2,1,0,6,0,0,0.242214532,"Francisco Mejia",16403,642336
"Yuli Gurriel","HOU",146,545,584,132,84,40,0,8,53,53,30,0,73,6,3,0,13,8,0,0.242201834,"Yuli Gurriel",19198,493329
"Christian Walker","ARI",160,583,667,141,78,25,2,36,84,94,69,2,131,8,7,0,15,2,2,0.241852487,"Christian Walker",13419,572233
"Gavin Sheets","CHW",124,377,410,91,57,19,0,15,34,53,27,0,86,3,3,0,9,0,0,0.24137931,"Gavin Sheets",19901,657757
"Willi Castro","DET",112,365,392,88,60,18,2,8,47,31,15,0,82,8,3,1,4,9,4,0.24109589,"Willi Castro",17338,650489
"Lane Thomas","WSN",146,498,548,120,75,26,2,17,62,52,41,0,132,4,5,0,8,8,4,0.240963855,"Lane Thomas",16939,657041
"Willians Astudillo","MIA",21,54,55,13,12,0,0,1,5,4,1,0,3,0,0,0,2,1,0,0.24074074,"Willians Astudillo",15608,553902
"Rafael Ortega","CHC",118,316,371,76,54,14,1,7,35,35,44,2,74,2,7,1,10,12,7,0.240506329,"Rafael Ortega",10323,542364
"Anthony Santander","BAL",152,574,647,138,81,24,0,33,78,89,55,1,122,13,5,0,14,0,2,0.240418118,"Anthony Santander",14551,623993
"Eduardo Escobar","NYM",136,495,542,119,69,26,4,20,58,69,40,3,129,1,6,0,4,0,2,0.24040404,"Eduardo Escobar",6153,500871
"Matt Olson","ATL",162,616,699,148,70,44,0,34,86,103,75,6,170,4,4,0,13,0,0,0.24025974,"Matt Olson",14344,621566
"Jon Berti","MIA",102,358,404,86,62,17,3,4,47,28,42,0,89,3,1,0,6,41,5,0.240223463,"Jon Berti",12037,542932
"Jake Hager","ARI",28,50,59,12,10,2,0,0,4,3,8,0,17,0,0,1,0,0,0,0.24,"Jake Hager",12198,606993
"TJ Friedl","CIN",72,225,258,54,31,10,5,8,33,25,20,0,40,7,6,0,3,7,2,0.24,"TJ Friedl",19522,670770
"Ketel Marte","ARI",137,492,558,118,62,42,2,12,68,52,55,3,101,6,5,0,12,5,1,0.239837398,"Ketel Marte",13613,606466
"Sam Huff","TEX",44,121,132,29,21,4,0,4,9,10,11,1,42,0,0,0,1,1,0,0.239669421,"Sam Huff",22209,669087
"Drew Waters","KCR",32,96,109,23,11,6,1,5,14,18,12,0,40,0,0,0,1,0,0,0.239583333,"Drew Waters",20505,671221
"Tomás Nido","NYM",98,284,313,68,50,15,0,3,31,28,14,0,76,1,2,12,14,0,0,0.239436619,"Tomas Nido",13755,621512
"Trey Mancini","- - -",143,519,587,124,82,23,1,18,56,63,53,2,135,10,5,0,12,0,0,0.238921001,"Trey Mancini",15149,641820
"Luis Urías","MIL",119,406,472,97,63,17,1,16,54,47,50,0,99,11,5,0,9,1,2,0.238916256,"Luis Urias",16622,649966
"Tommy La Stella","SFG",60,180,195,43,27,14,0,2,17,14,11,0,30,1,3,0,4,0,0,0.238888888,"Tommy La Stella",12371,600303
"Ryan O'Hearn","KCR",67,134,145,32,24,6,1,1,14,16,8,0,35,2,1,0,2,0,0,0.23880597,"Ryan O'Hearn",16442,656811
"Jake Cronenworth","SDP",158,587,684,140,89,30,4,17,88,88,70,3,131,16,8,0,2,3,0,0.238500851,"Jake Cronenworth",18036,630105
"Adam Frazier","SEA",156,541,602,129,100,22,4,3,61,42,46,1,73,5,6,4,15,11,6,0.238447319,"Adam Frazier",15223,624428
"Daniel Vogelbach","- - -",130,386,461,92,54,19,1,18,47,59,73,2,114,1,1,0,11,0,0,0.238341968,"Daniel Vogelbach",14130,596129
"Trevor Story","BOS",94,357,396,85,47,22,0,16,53,66,32,4,122,3,4,0,9,13,0,0.238095238,"Trevor Story",12564,596115
"Adam Haseley","CHW",14,21,25,5,5,0,0,0,4,2,3,0,7,0,0,1,0,0,0,0.238095238,"Adam Haseley",19878,656514
"Romy Gonzalez","CHW",32,105,109,25,18,4,1,2,15,11,2,0,39,1,1,0,3,0,1,0.238095238,"Romy Gonzalez",21562,663853
"Willy Adames","MIL",139,563,617,134,72,31,0,31,83,98,49,3,166,1,4,0,11,8,3,0.238010657,"Willy Adames",15986,642715
"Gilberto Celestino","MIN",122,311,347,74,59,12,1,2,30,24,32,0,77,2,0,2,13,4,1,0.237942122,"Gilberto Celestino",20233,665482
"Odúbel Herrera","PHI",62,185,197,44,29,9,1,5,23,21,11,0,42,0,1,0,3,6,0,0.237837837,"Odubel Herrera",11476,546318
"Javier Báez","DET",144,555,590,132,84,27,4,17,64,67,26,1,147,6,3,0,13,9,2,0.237837837,"Javier Baez",12979,595879
"Connor Joe","COL",111,404,467,96,65,20,4,7,56,28,55,0,97,7,1,0,8,6,2,0.237623762,"Connor Joe",16572,656582
"Ryan McKenna","BAL",105,156,172,37,25,10,0,2,23,11,11,1,55,2,1,2,3,2,1,0.237179487,"Ryan McKenna",19928,663630
"Andrew McCutchen","MIL",134,515,580,122,80,25,0,17,66,69,57,1,124,4,4,0,10,8,6,0.236893203,"Andrew McCutchen",9847,457705
"Johan Camargo","PHI",52,152,166,36,30,3,0,3,8,15,13,0,37,0,0,1,1,0,0,0.236842105,"Johan Camargo",14950,622666
"Alex Call","- - -",47,114,131,27,18,3,1,5,18,13,15,0,30,2,0,0,2,3,3,0.236842105,"Alex Call",19296,669743
"Tommy Pham","- - -",144,554,622,131,90,23,1,17,89,63,56,0,167,7,5,0,20,8,3,0.236462093,"Tommy Pham",2967,502054
"Luke Williams","- - -",79,127,136,30,23,5,1,1,21,6,9,1,44,0,0,0,1,11,4,0.236220472,"Luke Williams",19931,663897
"Jace Peterson","MIL",113,288,328,68,44,14,2,8,44,34,33,2,85,2,3,2,8,12,1,0.236111111,"Jace Peterson",12325,607054
"Dylan Carlson","STL",128,432,488,102,60,30,4,8,56,42,45,1,94,7,4,0,6,5,2,0.236111111,"Dylan Carlson",20126,666185
"Hunter Dozier","KCR",129,462,500,109,67,26,4,12,51,41,34,0,125,3,1,0,14,4,3,0.235930735,"Hunter Dozier",15117,641531
"Eugenio Suárez","SEA",150,543,629,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,0.23572744,"Eugenio Suarez",12552,553993
"Miguel Rojas","MIA",140,471,507,111,84,19,2,6,34,36,26,1,61,6,3,1,12,9,3,0.235668789,"Miguel Rojas",7802,500743
"Ezequiel Duran","TEX",58,208,220,49,33,10,1,5,25,25,12,0,54,0,0,0,3,4,1,0.235576923,"Ezequiel Duran",23733,677649
"Chad Pinder","OAK",111,361,379,85,55,18,0,12,38,42,14,0,118,0,2,1,10,2,0,0.235457063,"Chad Pinder",15191,640461
"Tony Kemp","OAK",147,497,558,117,84,24,2,7,61,46,45,0,69,8,3,5,5,11,1,0.235412474,"Tony Kemp",14894,643393
"Daulton Varsho","ARI",151,531,592,125,72,23,3,27,79,74,46,0,145,7,5,2,8,16,6,0.235404896,"Daulton Varsho",19918,662139
"Alfonso Rivas","CHC",101,251,287,59,49,5,2,3,27,25,29,1,87,4,2,1,1,6,1,0.23505976,"Alfonso Rivas",21560,663845
"Jesús Aguilar","- - -",129,464,507,109,74,19,0,16,39,51,28,1,119,4,5,0,8,1,0,0.234913793,"Jesus Aguilar",11342,542583
"Miguel Andujar","- - -",36,132,140,31,24,5,1,1,13,17,5,0,27,0,3,0,1,4,1,0.234848484,"Miguel Andujar",15878,609280
"Christopher Morel","CHC",113,379,425,89,50,19,4,16,55,47,38,0,137,3,2,3,6,10,7,0.234828496,"Christopher Morel",21897,666624
"Jorge Polanco","MIN",104,375,445,88,56,16,0,16,54,56,64,1,95,2,4,0,4,3,3,0.234666666,"Jorge Polanco",13152,593871
"Yan Gomes","CHC",86,277,293,65,45,12,0,8,23,31,8,0,47,3,4,1,15,2,0,0.234657039,"Yan Gomes",9627,543228
"Nelson Cruz","WSN",124,448,507,105,79,16,0,10,50,64,49,1,119,4,3,0,16,4,0,0.234375,"Nelson Cruz",2434,443558
"Bryson Stott","PHI",127,427,466,100,69,19,2,10,58,49,36,0,89,1,1,1,3,12,4,0.234192037,"Bryson Stott",26294,681082
"Jake Marisnick","PIT",31,77,82,18,10,6,0,2,9,6,4,1,24,0,0,1,2,2,1,0.233766233,"Jake Marisnick",11339,545350
"Luis Barrera","OAK",32,77,85,18,12,5,0,1,3,7,6,0,17,1,1,0,2,3,0,0.233766233,"Luis Barrera",19615,642456
"Roberto Pérez","PIT",21,60,69,14,10,2,0,2,8,8,9,0,25,0,0,0,1,0,0,0.233333333,"Roberto Perez",2900,547379
"Kyle Garlick","MIN",66,150,162,35,23,3,0,9,23,18,8,0,48,3,1,0,2,0,0,0.233333333,"Kyle Garlick",18063,664247
"Emmanuel Rivera","- - -",102,330,359,77,46,16,3,12,46,40,23,0,83,5,1,0,8,1,2,0.233333333,"Emmanuel Rivera",19890,656896
"Tyrone Taylor","MIL",120,373,405,87,46,21,3,17,49,51,22,0,102,7,3,0,11,3,2,0.233243967,"Tyrone Taylor",13675,621438
"Rodolfo Castro","PIT",71,253,278,59,36,8,4,11,25,27,22,0,74,2,1,0,6,5,3,0.233201581,"Rodolfo Castro",21987,666801
"Ji Man Choi","TBR",113,356,419,83,50,22,0,11,36,52,58,3,123,2,3,0,3,0,0,0.233146067,"Ji Man Choi",5452,596847
"Elehuris Montero","COL",53,176,185,41,19,15,1,6,21,20,8,0,60,1,0,0,4,0,0,0.232954545,"Elehuris Montero",20543,660707
"Yermín Mercedes","SFG",31,73,83,17,11,5,0,1,9,8,9,0,17,1,0,0,1,0,0,0.232876712,"Yermin Mercedes",17423,606213
"Oneil Cruz","PIT",87,331,361,77,43,13,4,17,45,54,28,1,126,1,1,0,3,10,4,0.232628398,"Oneil Cruz",21711,665833
"Richie Palacios","CLE",54,112,123,26,20,6,0,0,7,10,9,1,20,1,1,0,2,2,0,0.232142857,"Richie Palacios",24589,680700
"Ben Gamel","PIT",115,371,423,86,55,20,2,9,42,46,48,2,98,3,1,0,5,5,1,0.231805929,"Ben Gamel",12160,592325
"Trevor Larnach","MIN",51,160,180,37,19,13,0,5,22,18,18,1,57,0,2,0,1,0,0,0.23125,"Trevor Larnach",21501,663616
"Alek Thomas","ARI",113,381,411,88,62,17,1,8,45,39,22,0,74,3,5,0,6,4,3,0.230971128,"Alek Thomas",23792,677950
"Brandon Crawford","SFG",118,407,458,94,68,15,2,9,50,52,39,3,98,8,4,0,12,1,1,0.23095823,"Brandon Crawford",5343,543063
"Nick Ahmed","ARI",17,52,54,12,7,2,0,3,7,7,2,0,15,0,0,0,2,0,1,0.23076923,"Nick Ahmed",12147,605113
"David Villar","SFG",52,156,181,36,20,6,1,9,21,24,18,0,58,6,1,0,4,0,1,0.23076923,"David Villar",24782,681584
"Nick Senzel","CIN",110,373,420,86,68,13,0,5,45,25,30,0,76,5,1,2,7,8,5,0.230563002,"Nick Senzel",19293,669222
"Nick Fortes","MIA",72,217,240,50,34,6,1,9,41,24,18,0,45,5,0,0,5,5,3,0.230414746,"Nick Fortes",21538,663743
"Seth Brown","OAK",150,500,555,115,61,26,3,25,55,73,51,3,146,3,1,0,7,11,2,0.23,"Seth Brown",18171,664913
"Michael Chavis","PIT",129,401,426,92,59,16,3,14,39,49,19,1,126,2,4,0,4,1,1,0.229426433,"Michael Chavis",17321,656308
"Maikel Franco","WSN",103,371,388,85,61,15,0,9,31,39,12,0,75,2,3,0,18,1,0,0.229110512,"Maikel Franco",12179,596748
"Tyler Naquin","- - -",105,310,334,71,37,19,4,11,47,46,19,2,93,4,0,1,3,4,2,0.229032258,"Tyler Naquin",13359,571980
"Anthony Rendon","LAA",47,166,193,38,23,10,0,5,15,24,23,0,35,2,2,0,7,2,0,0.228915662,"Anthony Rendon",12861,543685
"Derek Hill","DET",31,83,92,19,16,2,0,1,8,3,5,0,28,0,1,3,0,3,0,0.228915662,"Derek Hill",16947,656537
"P.J. Higgins","CHC",74,201,229,46,28,11,1,6,23,30,22,0,58,2,1,3,2,0,0,0.228855721,"P.J. Higgins",18433,664731
"Frank Schwindel","CHC",75,271,292,62,43,11,0,8,23,36,19,1,58,0,2,0,12,0,0,0.228782287,"Frank Schwindel",15351,643524
"Matt Chapman","TOR",155,538,621,123,68,27,1,27,83,76,68,1,170,10,5,0,7,2,2,0.228624535,"Matt Chapman",16505,656305
"Wilmer Flores","SFG",151,525,602,120,72,28,1,19,72,71,59,1,103,11,7,0,7,0,0,0.228571428,"Wilmer Flores",5827,527038
"Kevin Kiermaier","TBR",63,206,221,47,32,8,0,7,28,22,14,0,61,1,0,0,2,6,1,0.228155339,"Kevin Kiermaier",11038,595281
"Matt Wallner","MIN",18,57,65,13,8,3,0,2,4,10,6,1,25,2,0,0,0,1,0,0.228070175,"Matt Wallner",26466,670242
"Elias Díaz","COL",105,351,381,80,51,18,2,9,29,51,25,0,82,2,3,0,8,0,1,0.227920227,"Elias Diaz",11680,553869
"Lars Nootbaar","STL",108,290,347,66,33,16,3,14,53,40,51,1,71,1,5,0,3,4,1,0.227586206,"Lars Nootbaar",21454,663457
"Tyler O'Neill","STL",96,334,383,76,50,11,1,14,56,58,38,0,103,4,7,0,9,14,4,0.22754491,"Tyler O'Neill",15711,641933
"Edmundo Sosa","- - -",78,176,190,40,23,11,4,2,26,21,5,0,50,7,1,1,6,6,1,0.227272727,"Edmundo Sosa",17022,624641
"Kyle Higashioka","NYY",83,229,248,52,35,7,0,10,27,31,12,0,52,1,4,2,5,0,1,0.227074235,"Kyle Higashioka",5517,543309
"Nicky Lopez","KCR",142,436,480,99,83,12,4,0,51,20,29,0,63,4,1,10,8,13,3,0.22706422,"Nicky Lopez",19339,670032
"Max Kepler","MIN",115,388,446,88,60,18,1,9,54,43,49,1,66,5,4,0,7,3,2,0.226804123,"Max Kepler",12144,596146
"Jake Meyers","HOU",52,150,160,34,25,6,2,1,13,15,7,0,54,2,1,0,1,2,1,0.226666666,"Jake Meyers",20308,676694
"Jonah Heim","TEX",127,406,450,92,55,20,1,16,51,48,41,0,87,1,2,0,10,2,0,0.226600985,"Jonah Heim",16930,641680
"Keston Hiura","MIL",80,234,266,53,30,8,1,14,34,32,23,0,111,8,1,0,3,5,2,0.226495726,"Keston Hiura",20003,669374
"Cal Mitchell","PIT",69,212,232,48,32,11,0,5,21,17,18,0,52,0,1,1,3,3,1,0.226415094,"Cal Mitchell",22169,668751
"Nolan Gorman","STL",89,283,313,64,37,13,0,14,44,35,28,0,103,2,0,0,2,1,0,0.226148409,"Nolan Gorman",22263,669357
"Luke Voit","- - -",135,500,568,113,69,22,0,22,55,69,55,1,179,7,6,0,9,1,1,0.226,"Luke Voit",14811,572228
"Marcell Ozuna","ATL",124,470,507,106,64,19,0,23,56,56,31,0,122,2,4,0,12,2,1,0.225531914,"Marcell Ozuna",10324,542303
"Luis Torrens","SEA",57,151,166,34,29,2,0,3,13,15,12,0,50,1,2,0,5,0,0,0.225165562,"Luis Torrens",15905,620443
"Adam Engel","CHW",119,245,260,55,39,13,1,2,32,17,11,1,76,4,0,0,2,12,4,0.224489795,"Adam Engel",15082,641553
"Dylan Moore","SEA",104,205,255,46,27,11,2,6,41,24,34,2,75,13,1,1,5,21,8,0.224390243,"Dylan Moore",18042,664238
"Avisaíl García","MIA",98,357,380,80,63,9,0,8,31,35,17,0,109,4,2,0,12,4,0,0.224089635,"Avisail Garcia",5760,541645
"Victor Robles","WSN",132,366,407,82,64,10,2,6,42,33,17,0,104,9,4,11,3,15,4,0.224043715,"Victor Robles",18363,645302
"Jo Adell","LAA",88,268,285,60,38,12,2,8,22,27,11,0,107,4,1,0,6,4,2,0.223880597,"Jo Adell",20220,666176
"Jonathan Davis","MIL",37,76,91,17,16,1,0,0,9,4,14,0,26,0,0,1,1,7,1,0.22368421,"Jonathan Davis",15104,641505
"Anthony Rizzo","NYY",130,465,548,104,50,21,1,32,77,75,58,6,101,23,2,0,13,6,5,0.223655913,"Anthony Rizzo",3473,519203
"Byron Buxton","MIN",92,340,382,76,32,13,3,28,61,51,34,0,116,7,1,0,0,6,0,0.223529411,"Byron Buxton",14161,621439
"Albert Almora Jr.","CIN",64,215,235,48,32,10,1,5,26,29,17,0,46,1,1,1,9,3,2,0.223255813,"Albert Almora Jr.",14109,546991
"Jacob Stallings","MIA",114,346,384,77,61,12,0,4,25,34,29,0,83,6,2,1,15,0,1,0.222543352,"Jacob Stallings",13723,607732
"Pedro Severino","MIL",8,18,21,4,2,2,0,0,0,1,3,0,7,0,0,0,0,0,0,0.222222222,"Pedro Severino",14523,600474
"Carlos Pérez","CHW",7,18,18,4,2,2,0,0,0,2,0,0,2,0,0,0,1,0,0,0.222222222,"Carlos Perez",20805,656024
"Brian Anderson","MIA",98,338,383,75,50,16,1,8,43,28,37,2,101,7,1,0,7,1,0,0.221893491,"Brian Anderson",18289,605119
"Josh Donaldson","NYY",132,478,546,106,63,28,0,15,59,62,54,1,148,8,6,0,13,2,2,0.221757322,"Josh Donaldson",5038,518626
